Date Time	Wetness (%)  #10314896	Temp (°F)  #10359307	RH (%)  #10359307	Voltage (V)  #10363575	Current (mA)  #10363575	5 cm deep Temp (°F)	1 cm deep Temp (°F)	Water Content (m³/m³)  #10374516	Solar Radiation (W/m²)  #10378950	Batt (V) c:5
06/05/15 14:15:00.0	1.18	74.770	51.800	-0.1988	0.0000	130.284	135.648	0.1843	1,181.9	4.406
06/05/15 14:20:00.0	1.18	74.640	52.200	-0.1988	0.0000	129.335	132.148	0.1853	281.9	4.375
06/05/15 14:25:00.0	1.18	72.912	55.100	-0.1988	0.0000	123.919	125.706	0.1853	1,243.1	4.363
06/05/15 14:30:00.0	0.59	72.007	55.700	-0.1988	0.0000	121.798	122.355	0.1853	349.4	4.351
06/05/15 14:35:00.0	1.18	72.653	56.100	-0.1988	0.0000	120.331	123.354	0.1859	1,221.9	4.345
06/05/15 14:40:00.0	1.18	74.120	54.000	-0.1988	0.0000	124.680	129.402	0.1862	1,021.9	4.339
06/05/15 14:45:00.0	1.18	74.424	53.000	-0.1988	0.0000	125.771	128.930	0.1862	333.1	4.363
06/05/15 14:50:00.0	1.18	73.904	55.100	-0.1988	0.0000	124.110	128.196	0.1866	1,133.1	4.351
06/05/15 14:55:00.0	1.18	72.739	55.400	-0.1988	0.0000	121.062	121.674	0.1872	745.6	4.345
06/05/15 15:00:00.0	1.18	72.696	57.300	-0.1988	0.0000	123.040	126.747	0.1876	950.6	4.339
06/05/15 15:05:00.0	1.18	74.206	55.100	-0.1988	0.0000	124.426	128.462	0.1881	943.1	4.363
06/05/15 15:10:00.0	1.18	74.554	53.600	-0.1988	0.0000	125.514	129.470	0.1881	920.6	4.357
06/05/15 15:15:00.0	1.18	73.386	54.700	-0.1988	0.0000	125.771	129.672	0.1876	920.6	4.351
06/05/15 15:20:00.0	1.18	74.943	53.100	-0.1988	0.0000	126.160	130.215	0.1881	910.6	4.339
06/05/15 15:25:00.0	1.18	75.247	52.100	-0.1988	0.0000	126.419	127.731	0.1891	425.6	4.369
06/05/15 15:30:00.0	1.18	73.040	54.800	-0.1988	0.0000	124.873	123.730	0.1885	903.1	4.363
06/05/15 15:35:00.0	1.18	73.602	55.800	-0.1988	0.0000	123.604	120.940	0.1891	864.4	4.351
06/05/15 15:40:00.0	1.18	71.920	56.700	-0.1988	0.0000	119.187	116.011	0.1895	816.9	4.345
06/05/15 15:45:00.0	1.18	72.955	56.500	-0.1988	0.0000	116.476	112.161	0.1891	821.9	4.381
06/05/15 15:50:00.0	1.18	73.645	55.300	-0.1988	0.0000	115.723	110.455	0.1895	801.9	4.363
06/05/15 15:55:00.0	1.18	73.040	56.500	-0.1988	0.0000	114.634	108.615	0.1895	768.1	4.351
06/05/15 16:00:00.0	1.18	72.093	56.700	-0.1988	0.0000	111.774	108.615	0.1898	638.1	4.345
06/05/15 16:05:00.0	1.18	72.869	55.900	-0.1988	0.0000	112.050	111.497	0.1898	741.9	4.369
