"#","Date Time, GMT-08:00","Voltage, V (LGR S/N: 10214685, SEN S/N: 10200840, LBL: Collaboratory)","Current, mA (LGR S/N: 10214685, SEN S/N: 10200840, LBL: Collaboratory)","Temp, °C (LGR S/N: 10214685, SEN S/N: 10213635, LBL: Collaboratory)","RH, % (LGR S/N: 10214685, SEN S/N: 10213635, LBL: Collaboratory)","DewPt, °C (LGR S/N: 10214685, SEN S/N: 10213635)","Temp, °C (LGR S/N: 10214685, SEN S/N: 10365534, LBL: 5 cm deep)","Temp, °C (LGR S/N: 10214685, SEN S/N: 10365547, LBL: 1 cm deep)","Water Content, m³/m³ (LGR S/N: 10214685, SEN S/N: 10374524)","Wetness, % (LGR S/N: 10214685, SEN S/N: 10374913)","Solar Radiation, W/m² (LGR S/N: 10214685, SEN S/N: 10378948)","Batt, V (LGR S/N: 10214685)"
43,2014-04-25 14:36:44,-0.1988,0.0000,20.150,56.000,11.1,26.012,27.186,0.1370,0.59,165.6,4.363
44,2014-04-25 14:41:44,-0.1988,0.0000,19.746,56.600,10.9,25.987,27.112,0.1366,0.59,225.6,4.363
45,2014-04-25 14:46:44,-0.1988,0.0000,20.007,56.600,11.1,25.963,27.038,0.1370,0.59,225.6,4.351
46,2014-04-25 14:51:44,-0.1988,0.0000,20.174,55.500,11.0,25.914,26.965,0.1370,0.59,224.4,4.351
47,2014-04-25 14:56:44,-0.1988,0.0000,20.222,55.900,11.2,25.890,26.891,0.1366,0.59,311.9,4.363
48,2014-04-25 15:01:44,-0.1988,0.0000,20.174,55.700,11.1,25.841,26.842,0.1366,0.59,330.6,4.369
49,2014-04-25 15:06:44,-0.1988,0.0000,20.150,56.300,11.2,25.793,26.769,0.1366,0.59,264.4,4.363
50,2014-04-25 15:11:44,-0.1988,0.0000,20.079,56.400,11.2,25.768,26.744,0.1366,0.59,226.9,4.357
51,2014-04-25 15:16:44,-0.1988,0.0000,20.317,56.100,11.3,25.744,26.720,0.1366,0.59,249.4,4.351
52,2014-04-25 15:21:44,-0.1988,0.0000,20.222,55.800,11.1,25.695,26.671,0.1366,0.59,273.1,4.369
53,2014-04-25 15:26:44,-0.1988,0.0063,19.888,56.800,11.1,25.671,26.646,0.1366,0.59,219.4,4.381
54,2014-04-25 15:31:44,-0.1988,0.0000,19.770,57.300,11.1,25.647,26.598,0.1366,0.59,194.4,4.363
55,2014-04-25 15:36:44,-0.1988,0.0000,19.603,57.400,11.0,25.623,26.573,0.1366,0.59,199.4,4.357
56,2014-04-25 15:41:44,-0.1988,0.0000,19.651,57.900,11.2,25.598,26.524,0.1366,0.59,189.4,4.381
57,2014-04-25 15:46:44,-0.1988,0.0000,19.508,57.900,11.0,25.574,26.451,0.1366,0.59,231.9,4.351
58,2014-04-25 15:51:44,-0.1988,0.0000,19.698,57.800,11.2,25.550,26.402,0.1366,0.59,255.6,4.369
59,2014-04-25 15:56:44,-0.1988,0.0000,20.126,58.100,11.6,25.501,26.329,0.1361,0.59,224.4,4.363
60,2014-04-25 16:01:44,-0.1988,0.0000,19.484,60.700,11.7,25.477,26.280,0.1361,0.59,210.6,4.357
61,2014-04-25 16:06:44,-0.1988,0.0000,19.389,61.700,11.9,25.453,26.231,0.1361,0.59,206.9,4.351
62,2014-04-25 16:11:44,-0.1988,0.0000,18.866,63.400,11.8,25.404,26.182,0.1361,0.59,138.1,4.375
63,2014-04-25 16:16:44,-0.1988,0.0000,18.604,64.500,11.8,25.380,26.109,0.1361,0.59,150.6,4.363
64,2014-04-25 16:21:44,-0.1988,0.0000,18.152,66.100,11.7,25.331,26.061,0.1361,0.59,141.9,4.363
65,2014-04-25 16:26:44,-0.1988,0.0000,18.129,66.500,11.8,25.307,25.963,0.1361,0.59,139.4,4.357
66,2014-04-25 16:31:44,-0.1988,0.0000,18.176,66.800,11.9,25.258,25.866,0.1361,0.00,118.1,4.351
67,2014-04-25 16:36:44,-0.1988,0.0000,18.033,67.600,12.0,25.210,25.793,0.1357,0.59,148.1,4.381
68,2014-04-25 16:41:44,-0.1988,0.0000,17.843,68.000,11.9,25.162,25.695,0.1361,0.59,130.6,4.369
69,2014-04-25 16:46:44,-0.1988,0.0000,17.629,68.900,11.9,25.113,25.598,0.1361,0.59,105.6,4.363
70,2014-04-25 16:51:44,-0.1988,0.0000,17.724,68.900,12.0,25.065,25.501,0.1357,0.59,111.9,4.357
71,2014-04-25 16:56:44,-0.1988,0.0000,17.463,69.400,11.8,25.016,25.428,0.1357,0.59,114.4,4.351
72,2014-04-25 17:01:44,-0.1988,0.0000,17.486,69.800,11.9,24.944,25.331,0.1357,0.59,83.1,4.363
73,2014-04-25 17:06:44,-0.1988,0.0000,17.320,69.600,11.7,24.895,25.234,0.1357,0.59,76.9,4.363
74,2014-04-25 17:11:44,-0.1988,0.0000,17.153,70.300,11.7,24.823,25.113,0.1357,0.59,56.9,4.357
75,2014-04-25 17:16:44,-0.1988,0.0000,17.130,70.500,11.7,24.774,25.016,0.1357,0.59,51.9,4.351
76,2014-04-25 17:21:44,-0.1988,0.0000,17.082,70.800,11.8,24.702,24.944,0.1357,0.59,35.6,4.351
77,2014-04-25 17:26:44,-0.1988,0.0000,16.987,71.000,11.7,24.629,24.823,0.1357,0.59,30.6,4.345
78,2014-04-25 17:31:44,-0.1988,0.0000,16.677,72.400,11.7,24.581,24.726,0.1352,0.59,30.6,4.345
79,2014-04-25 17:36:44,-0.1988,0.0000,16.558,73.600,11.8,24.508,24.629,0.1357,0.59,31.9,4.345
80,2014-04-25 17:41:44,-0.1988,0.0000,16.463,73.900,11.8,24.436,24.532,0.1352,0.59,24.4,4.363
81,2014-04-25 17:46:44,-0.1988,0.0000,16.392,74.200,11.8,24.388,24.436,0.1357,0.59,16.9,4.339
82,2014-04-25 17:51:44,-0.1988,0.0000,16.225,74.600,11.7,24.315,24.315,0.1357,0.59,11.9,4.339
83,2014-04-25 17:56:44,-0.1988,0.0000,16.368,74.300,11.8,24.243,24.219,0.1352,0.59,15.6,4.339
84,2014-04-25 18:01:44,-0.1988,0.0000,16.320,74.300,11.8,24.171,24.098,0.1352,0.59,11.9,4.339
85,2014-04-25 18:06:44,-0.1988,0.0000,16.249,74.600,11.7,24.098,24.002,0.1352,0.59,13.1,4.339
86,2014-04-25 18:11:44,-0.1988,0.0000,16.129,74.600,11.6,24.026,23.881,0.1352,0.59,9.4,4.339
87,2014-04-25 18:16:44,-0.1988,0.0000,16.058,74.400,11.5,23.954,23.785,0.1352,1.18,5.6,4.333
88,2014-04-25 18:21:44,-0.1988,0.0000,15.891,74.300,11.3,23.881,23.689,0.1347,0.59,1.9,4.333
89,2014-04-25 18:26:44,-0.1988,0.0000,15.843,74.500,11.3,23.809,23.593,0.1352,1.18,1.9,4.333
90,2014-04-25 18:31:44,-0.1988,0.0000,15.748,74.800,11.3,23.737,23.497,0.1352,1.18,0.6,4.333
91,2014-04-25 18:36:44,-0.1988,0.0000,15.796,74.800,11.4,23.665,23.400,0.1352,1.18,0.6,4.333
92,2014-04-25 18:41:44,-0.1988,0.0000,15.772,75.200,11.4,23.593,23.280,0.1347,1.18,0.6,4.333
93,2014-04-25 18:46:44,-0.1988,0.0000,15.700,75.300,11.4,23.521,23.184,0.1352,1.18,0.6,4.327
94,2014-04-25 18:51:44,-0.1988,0.0000,15.533,75.600,11.3,23.448,23.112,0.1352,1.18,0.6,4.327
95,2014-04-25 18:56:44,-0.1988,0.0000,15.509,75.600,11.2,23.376,23.016,0.1352,1.18,0.6,4.327
96,2014-04-25 19:01:44,-0.1988,0.0000,15.581,75.900,11.4,23.304,22.920,0.1347,1.18,0.6,4.321
97,2014-04-25 19:06:44,-0.1988,0.0000,15.509,75.900,11.3,23.232,22.824,0.1352,1.18,0.6,4.321
98,2014-04-25 19:11:44,-0.1988,0.0000,15.366,76.300,11.2,23.160,22.753,0.1352,1.18,0.6,4.321
99,2014-04-25 19:16:44,-0.1988,0.0000,15.342,76.300,11.2,23.088,22.657,0.1352,1.18,0.6,4.321
100,2014-04-25 19:21:44,-0.1988,0.0000,15.390,75.900,11.2,23.016,22.585,0.1347,1.18,0.6,4.321
101,2014-04-25 19:26:44,-0.1988,0.0063,15.342,76.000,11.2,22.944,22.489,0.1352,1.18,0.6,4.321
102,2014-04-25 19:31:44,-0.1988,0.0000,15.318,76.400,11.2,22.896,22.417,0.1352,1.18,0.6,4.321
103,2014-04-25 19:36:44,-0.1988,0.0000,15.366,75.800,11.1,22.824,22.321,0.1352,1.18,0.6,4.321
104,2014-04-25 19:41:44,-0.1988,0.0000,15.390,75.400,11.1,22.753,22.250,0.1347,1.18,0.6,4.333
105,2014-04-25 19:46:44,-0.1988,0.0000,15.414,74.700,11.0,22.681,22.178,0.1352,1.18,0.6,4.321
106,2014-04-25 19:51:44,-0.1988,0.0000,15.294,74.800,10.9,22.633,22.106,0.1352,1.76,0.6,4.321
107,2014-04-25 19:56:44,-0.1988,0.0000,15.438,74.500,10.9,22.561,22.011,0.1352,1.18,0.6,4.321
108,2014-04-25 20:01:44,-0.1988,0.0000,15.461,74.000,10.9,22.489,21.939,0.1347,1.18,0.6,4.321
109,2014-04-25 20:06:44,-0.1988,0.0000,15.438,74.400,10.9,22.441,21.891,0.1352,48.82,0.6,4.321
110,2014-04-25 20:11:44,-0.1988,0.0000,15.342,75.300,11.0,22.369,21.819,0.1352,61.18,0.6,4.321
111,2014-04-25 20:16:44,-0.1988,0.0000,15.294,76.100,11.1,22.321,21.748,0.1347,96.47,0.6,4.321
112,2014-04-25 20:21:44,-0.1988,0.0000,15.247,76.900,11.2,22.274,21.676,0.1347,90.00,0.6,4.315
113,2014-04-25 20:26:44,-0.1988,0.0000,15.223,77.000,11.2,22.202,21.604,0.1352,50.59,0.6,4.315
114,2014-04-25 20:31:44,-0.1988,0.0000,15.270,76.400,11.2,22.154,21.533,0.1352,38.82,0.6,4.315
115,2014-04-25 20:36:44,-0.1988,0.0000,15.270,76.100,11.1,22.082,21.461,0.1347,42.94,0.6,4.315
116,2014-04-25 20:41:44,-0.1988,0.0000,15.318,75.900,11.1,22.034,21.390,0.1347,78.24,0.6,4.315
117,2014-04-25 20:46:44,-0.1988,0.0000,15.294,75.000,10.9,21.987,21.318,0.1352,50.00,0.6,4.315
118,2014-04-25 20:51:44,-0.1988,0.0000,15.031,74.700,10.6,21.915,21.246,0.1352,94.71,0.6,4.315
119,2014-04-25 20:56:44,-0.1988,0.0000,14.745,76.000,10.6,21.867,21.199,0.1347,100.00,0.6,4.315
120,2014-04-25 21:01:44,-0.1988,0.0000,14.290,78.500,10.6,21.795,21.127,0.1342,100.00,0.6,4.309
121,2014-04-25 21:06:44,-0.1988,0.0000,14.050,80.000,10.7,21.748,21.056,0.1347,100.00,0.6,4.315
122,2014-04-25 21:11:44,-0.1988,0.0000,13.930,81.700,10.9,21.700,20.960,0.1347,100.00,0.6,4.315
123,2014-04-25 21:16:44,-0.1988,0.0000,13.666,82.500,10.8,21.628,20.865,0.1342,100.00,0.6,4.309
124,2014-04-25 21:21:44,-0.1988,0.0000,13.546,82.900,10.7,21.557,20.770,0.1342,100.00,0.6,4.309
125,2014-04-25 21:26:44,-0.1988,0.0000,13.690,84.100,11.1,21.509,20.674,0.1342,100.00,0.6,4.309
126,2014-04-25 21:31:44,-0.1988,0.0000,13.810,85.300,11.4,21.437,20.579,0.1342,100.00,0.6,4.309
127,2014-04-25 21:36:44,-0.1988,0.0000,13.786,86.800,11.6,21.366,20.507,0.1342,92.35,0.6,4.309
128,2014-04-25 21:41:44,-0.1988,0.0000,13.738,87.300,11.7,21.294,20.412,0.1342,80.59,0.6,4.309
129,2014-04-25 21:46:44,-0.1988,0.0000,13.497,87.200,11.4,21.246,20.317,0.1342,68.82,0.6,4.309
130,2014-04-25 21:51:44,-0.1988,0.0000,13.449,87.100,11.4,21.175,20.246,0.1342,62.35,0.6,4.309
131,2014-04-25 21:56:44,-0.1988,0.0000,13.329,86.700,11.2,21.103,20.150,0.1342,59.41,0.6,4.339
132,2014-04-25 22:01:44,-0.1988,0.0000,13.257,86.800,11.1,21.032,20.055,0.1342,57.06,0.6,4.303
133,2014-04-25 22:06:44,-0.1988,0.0000,13.209,86.500,11.0,20.960,19.960,0.1342,54.12,0.6,4.303
134,2014-04-25 22:11:44,-0.1988,0.0000,13.209,86.600,11.0,20.889,19.865,0.1342,51.18,0.6,4.303
135,2014-04-25 22:16:44,-0.1988,0.0000,13.233,86.500,11.0,20.817,19.770,0.1342,51.18,0.6,4.303
136,2014-04-25 22:21:44,-0.1988,0.0000,13.281,86.500,11.1,20.746,19.674,0.1335,50.00,0.6,4.303
137,2014-04-25 22:26:44,-0.1988,0.0000,13.353,85.700,11.0,20.698,19.603,0.1342,47.06,0.6,4.303
138,2014-04-25 22:31:44,-0.1988,0.0000,13.353,82.500,10.4,20.627,19.532,0.1342,100.00,0.6,4.303
139,2014-04-25 22:36:44,-0.1988,0.0000,12.920,82.900,10.1,20.555,19.436,0.1342,100.00,0.6,4.303
140,2014-04-25 22:41:44,-0.1988,0.0000,12.437,85.000,10.0,20.484,19.365,0.1342,100.00,0.6,4.303
141,2014-04-25 22:46:44,-0.1988,0.0000,12.219,85.700,9.9,20.436,19.294,0.1347,100.00,0.6,4.303
142,2014-04-25 22:51:44,-0.1988,0.0000,12.147,85.700,9.8,20.365,19.199,0.1347,100.00,0.6,4.303
143,2014-04-25 22:56:44,-0.1988,0.0000,12.098,85.600,9.8,20.293,19.103,0.1342,100.00,0.6,4.303
144,2014-04-25 23:01:44,-0.1988,0.0000,12.001,85.600,9.7,20.222,19.008,0.1342,100.00,0.6,4.303
145,2014-04-25 23:06:44,-0.1988,0.0000,11.880,85.900,9.6,20.150,18.937,0.1342,100.00,0.6,4.303
146,2014-04-25 23:11:44,-0.1988,0.0000,11.832,86.400,9.6,20.079,18.842,0.1342,100.00,0.6,4.303
147,2014-04-25 23:16:44,-0.1988,0.0000,11.832,86.700,9.7,20.031,18.747,0.1342,100.00,0.6,4.303
148,2014-04-25 23:21:44,-0.1988,0.0000,11.856,86.600,9.7,19.936,18.675,0.1342,100.00,0.6,4.303
149,2014-04-25 23:26:44,-0.1988,0.0000,11.904,86.800,9.8,19.888,18.604,0.1342,87.65,0.6,4.303
150,2014-04-25 23:31:44,-0.1988,0.0000,11.929,86.300,9.7,19.817,18.509,0.1342,50.00,0.6,4.303
151,2014-04-25 23:36:44,-0.1988,0.0000,11.953,85.600,9.6,19.746,18.461,0.1342,37.65,0.6,4.303
152,2014-04-25 23:41:44,-0.1988,0.0000,12.001,85.000,9.6,19.674,18.390,0.1335,32.94,0.6,4.303
153,2014-04-25 23:46:44,-0.1988,0.0000,11.977,84.700,9.5,19.627,18.319,0.1335,32.94,0.6,4.303
154,2014-04-25 23:51:44,-0.1988,0.0000,11.953,84.600,9.5,19.555,18.247,0.1342,32.94,0.6,4.297
155,2014-04-25 23:56:44,-0.1988,0.0000,11.904,84.300,9.4,19.508,18.176,0.1342,31.18,0.6,4.297
156,2014-04-26 00:01:44,-0.1988,0.0000,11.832,84.100,9.2,19.436,18.105,0.1342,31.76,0.6,4.297
157,2014-04-26 00:06:44,-0.1988,0.0000,11.686,84.500,9.2,19.389,18.033,0.1342,34.12,0.6,4.297
158,2014-04-26 00:11:44,-0.1988,0.0000,11.565,84.600,9.1,19.318,17.986,0.1335,36.47,0.6,4.297
159,2014-04-26 00:16:44,-0.1988,0.0000,11.540,84.200,9.0,19.270,17.915,0.1335,33.53,0.6,4.297
160,2014-04-26 00:21:44,-0.1988,0.0000,11.613,84.700,9.1,19.199,17.843,0.1335,31.76,0.6,4.321
161,2014-04-26 00:26:44,-0.1988,0.0000,11.613,82.800,8.8,19.151,17.796,0.1335,29.41,0.6,4.297
162,2014-04-26 00:31:44,-0.1988,0.0000,11.467,82.800,8.7,19.103,17.724,0.1335,31.18,0.6,4.297
163,2014-04-26 00:36:44,-0.1988,0.0000,11.370,82.500,8.5,19.032,17.653,0.1335,29.41,0.6,4.297
164,2014-04-26 00:41:44,-0.1988,0.0000,11.321,82.000,8.4,18.985,17.582,0.1335,29.41,0.6,4.297
165,2014-04-26 00:46:44,-0.1988,0.0000,11.175,82.200,8.3,18.913,17.534,0.1335,30.00,0.6,4.297
166,2014-04-26 00:51:44,-0.1988,0.0000,11.053,82.300,8.2,18.866,17.439,0.1342,29.41,0.6,4.297
167,2014-04-26 00:56:44,-0.1988,0.0000,11.029,82.400,8.2,18.794,17.368,0.1342,31.18,0.6,4.297
168,2014-04-26 01:01:44,-0.1988,0.0000,10.956,81.800,8.0,18.747,17.296,0.1335,28.82,0.6,4.297
169,2014-04-26 01:06:44,-0.1988,0.0000,10.956,81.300,7.9,18.675,17.225,0.1335,28.24,0.6,4.297
170,2014-04-26 01:11:44,-0.1988,0.0000,10.932,81.100,7.8,18.628,17.153,0.1335,26.47,0.6,4.297
171,2014-04-26 01:16:44,-0.1988,0.0000,11.078,80.400,7.8,18.557,17.082,0.1335,22.94,0.6,4.297
172,2014-04-26 01:21:44,-0.1988,0.0000,11.053,80.500,7.8,18.509,17.011,0.1335,24.12,0.6,4.297
173,2014-04-26 01:26:44,-0.1988,0.0000,10.883,80.500,7.7,18.438,16.939,0.1335,21.18,0.6,4.297
174,2014-04-26 01:31:44,-0.1988,0.0000,10.907,79.700,7.5,18.390,16.868,0.1342,11.18,0.6,4.297
175,2014-04-26 01:36:44,-0.1988,0.0000,10.932,78.700,7.4,18.343,16.820,0.1342,6.47,0.6,4.291
176,2014-04-26 01:41:44,-0.1988,0.0000,10.980,78.200,7.3,18.271,16.749,0.1335,5.29,0.6,4.291
177,2014-04-26 01:46:44,-0.1988,0.0000,10.907,77.000,7.0,18.224,16.677,0.1342,4.71,0.6,4.291
178,2014-04-26 01:51:44,-0.1988,0.0000,10.907,76.600,7.0,18.176,16.606,0.1342,4.12,0.6,4.291
179,2014-04-26 01:56:44,-0.1988,0.0000,10.956,76.200,6.9,18.105,16.534,0.1347,3.53,0.6,4.291
180,2014-04-26 02:01:44,-0.1988,0.0000,10.956,75.800,6.9,18.033,16.463,0.1347,2.94,0.6,4.291
181,2014-04-26 02:06:44,-0.1988,0.0000,10.858,75.400,6.7,17.986,16.392,0.1347,2.94,0.6,4.291
182,2014-04-26 02:11:44,-0.1988,0.0000,10.614,75.800,6.5,17.915,16.320,0.1342,2.94,0.6,4.291
183,2014-04-26 02:16:44,-0.1988,0.0000,10.467,75.600,6.4,17.867,16.272,0.1347,2.94,0.6,4.291
184,2014-04-26 02:21:44,-0.1988,0.0000,10.369,75.700,6.3,17.819,16.201,0.1347,2.94,0.6,4.291
185,2014-04-26 02:26:44,-0.1988,0.0000,10.222,75.900,6.2,17.772,16.153,0.1347,2.94,0.6,4.291
186,2014-04-26 02:31:44,-0.1988,0.0000,10.124,76.000,6.1,17.701,16.082,0.1347,2.94,0.6,4.291
187,2014-04-26 02:36:44,-0.1988,0.0000,10.173,76.200,6.2,17.653,16.010,0.1347,2.94,0.6,4.291
188,2014-04-26 02:41:44,-0.1988,0.0000,10.051,76.200,6.1,17.582,15.963,0.1347,2.94,0.6,4.291
189,2014-04-26 02:46:44,-0.1988,0.0000,10.026,75.900,6.0,17.534,15.915,0.1347,2.94,0.6,4.291
190,2014-04-26 02:51:44,-0.1988,0.0000,9.928,75.700,5.8,17.486,15.843,0.1352,2.94,0.6,4.291
191,2014-04-26 02:56:44,-0.1988,0.0000,9.829,75.800,5.8,17.439,15.772,0.1352,2.94,0.6,4.291
192,2014-04-26 03:01:44,-0.1988,0.0000,9.558,76.700,5.7,17.391,15.724,0.1352,3.53,0.6,4.303
193,2014-04-26 03:06:44,-0.1988,0.0000,9.632,76.600,5.7,17.344,15.676,0.1352,2.94,0.6,4.291
194,2014-04-26 03:11:44,-0.1988,0.0000,9.632,76.100,5.6,17.272,15.629,0.1352,2.94,0.6,4.291
195,2014-04-26 03:16:44,-0.1988,0.0000,9.361,77.100,5.6,17.225,15.581,0.1352,2.94,0.6,4.291
196,2014-04-26 03:21:44,-0.1988,0.0000,9.410,76.900,5.6,17.177,15.509,0.1352,2.94,0.6,4.291
197,2014-04-26 03:26:44,-0.1988,0.0000,9.534,76.500,5.6,17.130,15.461,0.1352,2.94,0.6,4.291
198,2014-04-26 03:31:44,-0.1988,0.0000,9.558,76.300,5.6,17.082,15.414,0.1352,2.94,0.6,4.291
199,2014-04-26 03:36:44,-0.1988,0.0000,9.558,76.200,5.6,17.034,15.366,0.1352,2.94,0.6,4.291
200,2014-04-26 03:41:44,-0.1988,0.0000,9.361,76.400,5.4,16.987,15.318,0.1352,3.53,0.6,4.291
201,2014-04-26 03:46:44,-0.1988,0.0000,9.262,76.900,5.4,16.939,15.270,0.1352,2.94,0.6,4.291
202,2014-04-26 03:51:44,-0.1988,0.0000,9.262,76.800,5.4,16.892,15.223,0.1357,2.94,0.6,4.291
203,2014-04-26 03:56:44,-0.1988,0.0000,9.336,76.700,5.5,16.844,15.151,0.1357,2.94,0.6,4.291
204,2014-04-26 04:01:44,-0.1988,0.0000,9.163,76.900,5.3,16.796,15.103,0.1357,2.94,0.6,4.291
205,2014-04-26 04:06:44,-0.1988,0.0000,9.015,77.400,5.3,16.749,15.055,0.1357,2.94,0.6,4.291
206,2014-04-26 04:11:44,-0.1988,0.0000,8.668,78.600,5.2,16.701,15.008,0.1357,4.71,0.6,4.291
207,2014-04-26 04:16:44,-0.1988,0.0000,8.643,78.800,5.2,16.654,14.960,0.1357,4.12,0.6,4.291
208,2014-04-26 04:21:44,-0.1988,0.0000,8.469,79.600,5.2,16.630,14.912,0.1357,4.71,0.6,4.291
