"#","Date Time, GMT-08:00","Voltage, V (LGR S/N: 10374977, SEN S/N: 10348620)","Current, mA (LGR S/N: 10374977, SEN S/N: 10348620)","Temp, °C (LGR S/N: 10374977, SEN S/N: 10359300)","RH, % (LGR S/N: 10374977, SEN S/N: 10359300)","DewPt, °C (LGR S/N: 10374977, SEN S/N: 10359300)","Temp, °C (LGR S/N: 10374977, SEN S/N: 10365581, LBL: Inside)","Temp, °C (LGR S/N: 10374977, SEN S/N: 10365582, LBL: Outside)","Water Content, m³/m³ (LGR S/N: 10374977, SEN S/N: 10374525)","Wetness, % (LGR S/N: 10374977, SEN S/N: 10374902)","Solar Radiation, W/m² (LGR S/N: 10374977, SEN S/N: 10375652)","Batt, V (LGR S/N: 10374977)"
1,2014-07-11 10:30:00,-0.2039,0.0000,26.573,53.100,16.3,26.524,25.720,-0.0080,2.94,105.6,4.321
2,2014-07-11 10:35:00,-0.2039,0.0000,26.842,52.600,16.4,26.573,25.866,-0.0103,2.35,114.4,4.351
3,2014-07-11 10:40:00,-0.2039,0.0000,27.554,50.400,16.3,26.549,25.963,-0.0103,2.35,88.1,4.363
4,2014-07-11 10:45:00,-0.2039,0.0000,27.875,49.300,16.3,26.524,25.987,-0.0103,2.35,95.6,4.357
5,2014-07-11 10:50:00,-0.2039,0.0000,28.097,48.600,16.3,26.500,26.012,-0.0097,2.35,170.6,4.351
6,2014-07-11 10:55:00,-0.2039,0.0000,28.196,47.900,16.1,26.475,26.012,-0.0103,2.35,163.1,4.345
7,2014-07-11 11:00:00,-0.2039,0.0000,28.493,46.800,16.0,26.475,26.012,-0.0103,2.35,541.9,4.339
8,2014-07-11 11:05:00,-0.2039,0.0000,28.147,48.000,16.1,26.475,26.012,-0.0097,2.35,819.4,4.363
9,2014-07-11 11:10:00,-0.2039,0.0000,28.816,46.100,16.1,26.475,26.036,-0.0103,2.35,581.9,4.351
10,2014-07-11 11:15:00,-0.2039,0.0000,28.196,45.900,15.5,26.500,26.036,-0.0097,2.35,209.4,4.345
11,2014-07-11 11:20:00,-0.2039,0.0000,28.617,46.100,15.9,26.524,26.036,-0.0097,2.35,568.1,4.339
12,2014-07-11 11:25:00,-0.2039,0.0000,29.414,43.800,15.8,26.549,26.036,-0.0097,2.94,313.1,4.351
13,2014-07-11 11:30:00,-0.2039,0.0000,28.941,43.800,15.4,26.549,26.061,-0.0097,2.35,350.6,4.363
14,2014-07-11 11:35:00,-0.2039,0.0000,28.667,42.500,14.7,26.573,26.061,-0.0097,2.35,159.4,4.351
15,2014-07-11 11:40:00,-0.2039,0.0000,29.540,42.000,15.3,26.695,26.109,-0.0097,2.35,255.6,4.345
16,2014-07-11 11:45:00,-0.2039,0.0000,29.015,42.300,14.9,27.112,26.207,-0.0097,2.94,151.9,4.339
17,2014-07-11 11:50:00,-0.2039,0.0000,29.590,42.100,15.4,27.333,26.378,-0.0097,2.94,300.6,4.345
18,2014-07-11 11:55:00,-0.2039,0.0000,30.394,42.500,16.2,27.554,26.549,-0.0097,3.53,1015.6,4.357
19,2014-07-11 12:00:00,-0.2039,0.0000,30.192,44.000,16.6,27.899,26.695,-0.0097,2.94,1016.9,4.345
20,2014-07-11 12:05:00,-0.2039,0.0000,29.865,44.700,16.6,28.444,26.891,-0.0097,2.94,1024.4,4.339
21,2014-07-11 12:10:00,-0.2039,0.0000,31.153,42.500,16.9,29.215,27.210,-0.0086,2.94,409.4,4.339
22,2014-07-11 12:15:00,-0.2039,0.0000,30.672,42.000,16.3,30.369,27.604,-0.0086,3.53,1018.1,4.363
23,2014-07-11 12:20:00,-0.2039,0.0000,31.204,41.700,16.7,31.484,28.122,-0.0086,3.53,1015.6,4.345
24,2014-07-11 12:25:00,-0.2039,0.0000,30.900,41.800,16.4,32.639,28.667,-0.0080,3.53,1009.4,4.339
25,2014-07-11 12:30:00,-0.2039,0.0000,30.824,42.900,16.8,33.783,29.290,-0.0080,4.12,1005.6,4.339
26,2014-07-11 12:35:00,-0.2039,0.0000,30.495,43.400,16.7,34.810,29.890,-0.0069,4.12,1004.4,4.393
27,2014-07-11 12:40:00,-0.2039,0.0000,30.950,42.200,16.6,35.743,30.520,-0.0069,4.12,1000.6,4.363
28,2014-07-11 12:45:00,-0.2039,0.0000,30.444,42.300,16.2,36.633,31.103,-0.0063,4.12,995.6,4.351
