"#","Date Time, GMT-07:00","Solar Radiation, W/m² (LGR S/N: 10374984, SEN S/N: 10200133)","Wetness, % (LGR S/N: 10374984, SEN S/N: 10205911)","Temp, °C (LGR S/N: 10374984, SEN S/N: 10213634)","RH, % (LGR S/N: 10374984, SEN S/N: 10213634)","DewPt, °C (LGR S/N: 10374984, SEN S/N: 10213634)","Temp, °C (LGR S/N: 10374984, SEN S/N: 10222770, LBL: 5 cm deep)","Temp, °C (LGR S/N: 10374984, SEN S/N: 10222771, LBL: 1 cm deep)","Water Content, m³/m³ (LGR S/N: 10374984, SEN S/N: 10222874)","Voltage, V (LGR S/N: 10374984, SEN S/N: 10348610)","Current, mA (LGR S/N: 10374984, SEN S/N: 10348610)","Batt, V (LGR S/N: 10374984)"
1,2013-09-10 12:55:00,48.1,4.71,23.930,59.200,15.5,20.079,20.198,0.1430,-0.2039,0.0000,4.200
2,2013-09-10 13:00:00,48.1,4.71,24.291,59.200,15.8,20.103,20.198,0.1430,-0.1988,0.0000,4.200
3,2013-09-10 13:05:00,48.1,4.12,24.146,58.900,15.6,20.103,20.198,0.1430,-0.1988,0.0000,4.200
4,2013-09-10 13:10:00,48.1,4.71,24.171,59.100,15.7,20.103,20.222,0.1430,-0.1988,0.0000,4.200
5,2013-09-10 13:15:00,48.1,4.71,24.195,59.300,15.8,20.103,20.222,0.1430,-0.1988,0.0000,4.200
6,2013-09-10 13:20:00,48.1,4.12,24.050,59.200,15.6,20.126,20.246,0.1430,-0.1988,0.0000,4.200
7,2013-09-10 13:25:00,48.1,4.12,23.857,60.800,15.9,20.126,20.246,0.1430,-0.1988,0.0000,4.206
8,2013-09-10 13:30:00,48.1,4.12,23.713,60.200,15.6,20.126,20.246,0.1430,-0.1988,0.0000,4.206
9,2013-09-10 13:35:00,48.1,4.12,23.569,61.600,15.8,20.150,20.246,0.1430,-0.1988,0.0000,4.206
10,2013-09-10 13:40:00,48.1,4.12,23.641,61.200,15.8,20.150,20.269,0.1430,-0.1988,0.0000,4.206
11,2013-09-10 13:45:00,48.1,4.12,23.689,61.500,15.9,20.174,20.269,0.1430,-0.1988,0.0000,4.206
12,2013-09-10 13:50:00,48.1,4.12,23.665,61.900,16.0,20.174,20.293,0.1425,-0.1988,0.0000,4.206
13,2013-09-10 13:55:00,48.1,4.12,23.521,62.500,16.0,20.174,20.293,0.1430,-0.2039,0.0000,4.206
14,2013-09-10 14:00:00,48.1,4.12,23.184,62.100,15.5,20.198,20.293,0.1425,-0.1988,0.0000,4.206
15,2013-09-10 14:05:00,48.1,4.12,23.184,62.000,15.5,20.198,20.293,0.1430,-0.1988,0.0000,4.206
16,2013-09-10 14:10:00,48.1,4.12,22.920,62.700,15.4,20.198,20.317,0.1425,-0.1988,0.0000,4.206
17,2013-09-10 14:15:00,48.1,4.12,23.064,62.600,15.6,20.222,20.317,0.1425,-0.2039,0.0000,4.206
18,2013-09-10 14:20:00,48.1,4.12,23.184,61.100,15.3,20.222,20.317,0.1425,-0.1988,0.0000,4.206
19,2013-09-10 14:25:00,70.6,4.12,23.376,61.600,15.6,20.222,20.317,0.1425,-0.1988,0.0000,4.206
20,2013-09-10 14:30:00,106.9,4.12,23.256,62.800,15.8,20.246,20.317,0.1430,-0.1988,0.0000,4.206
21,2013-09-10 14:35:00,134.4,4.12,22.896,62.000,15.3,20.246,20.317,0.1430,-0.1988,0.0000,4.206
22,2013-09-10 14:40:00,65.6,4.12,23.184,62.800,15.7,20.246,20.341,0.1425,-0.1988,0.0000,4.206
23,2013-09-10 14:45:00,48.1,4.12,22.968,62.100,15.3,20.246,20.341,0.1430,-0.1988,0.0000,4.206
24,2013-09-10 14:50:00,46.9,4.12,23.304,61.700,15.6,20.246,20.341,0.1430,-0.1988,0.0000,4.206
25,2013-09-10 14:55:00,46.9,4.12,23.280,61.500,15.5,20.269,20.341,0.1425,-0.1988,0.0000,4.206
26,2013-09-10 15:00:00,46.9,4.12,23.184,62.600,15.7,20.269,20.365,0.1430,-0.1988,0.0000,4.206
27,2013-09-10 15:05:00,45.6,4.12,23.497,60.700,15.5,20.269,20.365,0.1425,-0.1988,0.0000,4.206
28,2013-09-10 15:10:00,44.4,4.12,23.136,62.300,15.6,20.293,20.388,0.1430,-0.1988,0.0000,4.206
29,2013-09-10 15:15:00,44.4,4.12,23.184,61.100,15.3,20.293,20.388,0.1425,-0.1988,0.0000,4.206
30,2013-09-10 15:20:00,44.4,4.12,22.657,62.500,15.2,20.293,20.388,0.1425,-0.1988,0.0000,4.206
31,2013-09-10 15:25:00,76.9,4.12,22.800,62.600,15.3,20.317,20.388,0.1425,-0.1988,0.0000,4.206
32,2013-09-10 15:30:00,45.6,4.12,22.992,62.600,15.5,20.317,20.412,0.1425,-0.1988,0.0000,4.206
33,2013-09-10 15:35:00,50.6,4.12,23.016,62.600,15.5,20.317,20.412,0.1425,-0.2039,0.0000,4.206
34,2013-09-10 15:40:00,56.9,4.12,22.465,62.800,15.0,20.341,20.412,0.1425,-0.1988,0.0000,4.206
35,2013-09-10 15:45:00,49.4,4.12,22.537,64.000,15.4,20.341,20.412,0.1425,-0.1988,0.0000,4.206
36,2013-09-10 15:50:00,49.4,4.12,22.824,63.600,15.6,20.341,20.412,0.1425,-0.1988,0.0000,4.206
37,2013-09-10 15:55:00,50.6,4.12,22.537,64.400,15.5,20.341,20.436,0.1425,-0.1988,0.0000,4.206
38,2013-09-10 16:00:00,49.4,4.12,22.465,64.000,15.3,20.365,20.436,0.1425,-0.1988,0.0000,4.206
39,2013-09-10 16:05:00,50.6,4.12,22.250,64.400,15.2,20.365,20.436,0.1425,-0.1988,0.0000,4.206
40,2013-09-10 16:10:00,48.1,4.12,22.369,64.400,15.3,20.365,20.460,0.1425,-0.2039,0.0000,4.206
41,2013-09-10 16:15:00,46.9,4.12,21.915,65.500,15.2,20.365,20.460,0.1425,-0.1988,0.0000,4.206
42,2013-09-10 16:20:00,43.1,3.53,22.011,65.100,15.2,20.388,20.460,0.1425,-0.1988,0.0000,4.206
43,2013-09-10 16:25:00,46.9,4.12,22.011,65.200,15.2,20.388,20.484,0.1425,-0.2039,0.0000,4.206
44,2013-09-10 16:30:00,45.6,3.53,21.724,66.100,15.1,20.388,20.484,0.1421,-0.1988,0.0000,4.206
45,2013-09-10 16:35:00,45.6,3.53,21.342,66.500,14.9,20.412,20.484,0.1425,-0.1988,0.0000,4.206
46,2013-09-10 16:40:00,41.9,3.53,21.533,66.200,15.0,20.412,20.484,0.1425,-0.1988,0.0000,4.206
47,2013-09-10 16:45:00,43.1,3.53,21.318,67.400,15.1,20.412,20.484,0.1425,-0.1988,0.0000,4.206
48,2013-09-10 16:50:00,45.6,3.53,21.581,65.800,14.9,20.412,20.460,0.1425,-0.2039,0.0000,4.206
49,2013-09-10 16:55:00,54.4,3.53,21.223,67.500,15.0,20.412,20.460,0.1421,-0.2039,0.0000,4.206
50,2013-09-10 17:00:00,38.1,4.12,21.270,67.200,15.0,20.412,20.436,0.1425,-0.2039,0.0000,4.206
51,2013-09-10 17:05:00,36.9,4.12,21.270,67.300,15.0,20.412,20.436,0.1421,-0.1988,0.0000,4.206
52,2013-09-10 17:10:00,34.4,4.12,21.366,67.100,15.0,20.412,20.436,0.1421,-0.1988,0.0000,4.206
53,2013-09-10 17:15:00,33.1,4.12,21.318,67.500,15.1,20.412,20.412,0.1421,-0.1988,0.0000,4.206
54,2013-09-10 17:20:00,33.1,3.53,21.127,67.600,14.9,20.412,20.412,0.1421,-0.1988,0.0000,4.206
55,2013-09-10 17:25:00,31.9,4.12,20.793,69.000,14.9,20.412,20.412,0.1421,-0.1988,0.0000,4.200
56,2013-09-10 17:30:00,38.1,3.53,20.913,68.300,14.9,20.412,20.388,0.1421,-0.1988,0.0000,4.206
57,2013-09-10 17:35:00,26.9,3.53,20.793,68.700,14.9,20.412,20.388,0.1421,-0.1988,0.0000,4.206
58,2013-09-10 17:40:00,25.6,4.12,20.555,69.000,14.7,20.412,20.388,0.1421,-0.1988,0.0000,4.206
59,2013-09-10 17:45:00,24.4,4.12,20.436,70.000,14.8,20.412,20.365,0.1421,-0.2039,0.0000,4.200
60,2013-09-10 17:50:00,23.1,4.12,20.507,69.800,14.8,20.388,20.365,0.1421,-0.2039,0.0000,4.206
61,2013-09-10 17:55:00,53.1,4.12,20.317,70.400,14.8,20.388,20.341,0.1421,-0.2039,0.0000,4.200
62,2013-09-10 18:00:00,20.6,4.12,20.198,71.200,14.8,20.388,20.341,0.1421,-0.2039,0.0000,4.200
63,2013-09-10 18:05:00,21.9,4.12,19.984,71.700,14.7,20.388,20.317,0.1416,-0.2039,0.0000,4.200
64,2013-09-10 18:10:00,20.6,4.12,19.817,72.300,14.7,20.388,20.293,0.1421,-0.2039,0.0000,4.206
65,2013-09-10 18:15:00,16.9,4.12,19.817,72.300,14.7,20.365,20.293,0.1421,-0.2039,0.0000,4.200
66,2013-09-10 18:20:00,14.4,4.12,19.532,73.300,14.6,20.365,20.293,0.1416,-0.1988,0.0000,4.200
67,2013-09-10 18:25:00,13.1,4.12,19.365,74.100,14.7,20.365,20.269,0.1416,-0.2039,0.0000,4.200
68,2013-09-10 18:30:00,8.1,4.71,19.199,74.800,14.6,20.365,20.246,0.1416,-0.1988,0.0000,4.206
69,2013-09-10 18:35:00,4.4,4.71,19.032,75.600,14.6,20.341,20.246,0.1416,-0.1988,0.0000,4.200
70,2013-09-10 18:40:00,3.1,4.71,18.866,76.300,14.6,20.341,20.222,0.1416,-0.2039,0.0000,4.200
71,2013-09-10 18:45:00,1.9,5.29,18.699,76.900,14.6,20.341,20.198,0.1416,-0.1988,0.0000,4.206
72,2013-09-10 18:50:00,0.6,5.29,18.628,77.300,14.6,20.341,20.198,0.1416,-0.2039,0.0000,4.206
73,2013-09-10 18:55:00,0.6,5.29,18.533,77.700,14.6,20.317,20.150,0.1416,-0.2039,0.0000,4.200
74,2013-09-10 19:00:00,0.6,5.88,18.343,78.400,14.5,20.317,20.150,0.1421,-0.2039,0.0000,4.206
75,2013-09-10 19:05:00,0.6,6.47,18.247,78.900,14.5,20.293,20.126,0.1416,-0.2039,0.0000,4.206
76,2013-09-10 19:10:00,0.6,7.06,18.200,79.000,14.5,20.293,20.103,0.1416,-0.2039,0.0000,4.206
77,2013-09-10 19:15:00,0.6,7.06,18.176,79.500,14.6,20.269,20.079,0.1412,-0.2039,0.0000,4.206
78,2013-09-10 19:20:00,0.6,7.65,18.129,79.700,14.6,20.269,20.055,0.1416,-0.2039,0.0000,4.200
79,2013-09-10 19:25:00,0.6,7.65,18.057,80.200,14.6,20.269,20.031,0.1412,-0.2039,0.0000,4.206
80,2013-09-10 19:30:00,0.6,8.24,18.033,80.400,14.6,20.246,20.031,0.1412,-0.2039,0.0000,4.206
81,2013-09-10 19:35:00,0.6,8.82,17.962,80.600,14.6,20.246,20.007,0.1412,-0.2039,0.0000,4.200
82,2013-09-10 19:40:00,0.6,8.24,17.938,80.600,14.6,20.222,19.984,0.1416,-0.2039,0.0000,4.200
83,2013-09-10 19:45:00,0.6,8.82,17.891,81.000,14.6,20.222,19.960,0.1412,-0.2039,0.0000,4.206
84,2013-09-10 19:50:00,0.6,9.41,17.843,81.200,14.6,20.198,19.936,0.1412,-0.2039,0.0000,4.200
85,2013-09-10 19:55:00,0.6,9.41,17.843,81.100,14.6,20.198,19.912,0.1412,-0.2039,0.0000,4.206
86,2013-09-10 20:00:00,0.6,11.76,17.772,81.300,14.5,20.174,19.912,0.1412,-0.2039,0.0000,4.206
