Date Time	Solar Radiation (W/m²)  #10200132	Voltage (V)  #10200844	Current (mA)  #10200844	Wetness (%)  #10205907	5 cm deep Temp (°F)	1 cm deep Temp (°F)	Temp (°F)  #10359305	RH (%)  #10359305	Water Content (m³/m³)  #10465840	Batt (V) c:5
06/02/15 19:05:00.0	16.9	-0.1988	0.0000	1.18	76.158	76.419	66.429	75.400	0.2421	4.345
06/02/15 19:10:00.0	15.6	-0.1988	0.0000	1.18	76.028	76.203	66.515	76.200	0.2421	4.339
06/02/15 19:15:00.0	14.4	-0.1988	0.0000	1.18	75.898	76.028	65.916	76.600	0.2421	4.339
06/02/15 19:20:00.0	13.1	-0.1988	0.0000	1.18	75.767	75.810	65.487	77.700	0.2421	4.339
06/02/15 19:25:00.0	11.9	-0.1988	0.0000	1.18	75.637	75.637	65.487	77.400	0.2421	4.339
06/02/15 19:30:00.0	10.6	-0.1988	0.0000	1.18	75.551	75.463	65.188	78.300	0.2418	4.333
06/02/15 19:35:00.0	9.4	-0.1988	0.0000	1.18	75.420	75.290	65.102	78.600	0.2421	4.339
06/02/15 19:40:00.0	6.9	-0.1988	0.0000	1.76	75.290	75.117	64.717	79.400	0.2421	4.339
06/02/15 19:45:00.0	5.6	-0.1988	0.0000	1.76	75.204	74.943	64.632	79.500	0.2421	4.333
06/02/15 19:50:00.0	4.4	-0.1988	0.0000	1.76	75.074	74.813	64.546	80.200	0.2421	4.333
06/02/15 19:55:00.0	3.1	-0.1988	0.0000	1.76	74.986	74.640	64.418	81.000	0.2418	4.333
06/02/15 20:00:00.0	1.9	-0.1988	0.0000	2.35	74.856	74.467	64.117	81.300	0.2418	4.327
06/02/15 20:05:00.0	0.6	-0.1988	0.0000	2.35	74.770	74.295	63.990	81.500	0.2421	4.321
06/02/15 20:10:00.0	0.6	-0.1988	0.0000	3.53	74.640	74.163	63.732	81.700	0.2418	4.321
06/02/15 20:15:00.0	0.6	-0.1988	0.0000	4.12	74.554	73.990	63.604	82.200	0.2418	4.321
06/02/15 20:20:00.0	0.6	-0.1988	0.0000	4.71	74.424	73.861	63.561	82.400	0.2418	4.321
06/02/15 20:25:00.0	0.6	-0.1988	0.0000	7.65	74.338	73.731	63.347	82.900	0.2421	4.351
06/02/15 20:30:00.0	0.6	-0.1988	0.0000	8.82	74.250	73.558	63.262	83.500	0.2418	4.321
06/02/15 20:35:00.0	0.6	-0.1988	0.0000	11.76	74.120	73.429	63.176	83.800	0.2414	4.315
06/02/15 20:40:00.0	0.6	-0.1988	0.0000	13.53	74.034	73.299	63.219	84.100	0.2418	4.315
06/02/15 20:45:00.0	0.6	-0.1988	0.0000	12.94	73.947	73.170	63.176	83.900	0.2418	4.315
06/02/15 20:50:00.0	0.6	-0.1988	0.0000	16.47	73.861	73.040	63.005	84.200	0.2418	4.309
06/02/15 20:55:00.0	0.6	-0.1988	0.0000	17.65	73.731	72.912	62.962	84.300	0.2418	4.309
06/02/15 21:00:00.0	0.6	-0.1988	0.0000	18.82	73.645	72.826	62.962	84.700	0.2418	4.303
06/02/15 21:05:00.0	0.6	-0.1988	0.0000	18.82	73.558	72.696	62.919	84.800	0.2421	4.303
06/02/15 21:10:00.0	0.6	-0.1988	0.0000	18.24	73.472	72.610	62.919	84.700	0.2418	4.303
06/02/15 21:15:00.0	0.6	-0.2039	0.0000	25.29	73.386	72.480	62.791	84.800	0.2418	4.303
06/02/15 21:20:00.0	0.6	-0.1988	0.0000	30.00	73.299	72.394	62.661	85.000	0.2421	4.303
06/02/15 21:25:00.0	0.6	-0.1988	0.0000	30.00	73.256	72.264	62.577	85.500	0.2421	4.297
06/02/15 21:30:00.0	0.6	-0.1988	0.0000	32.94	73.170	72.178	62.533	85.400	0.2418	4.297
06/02/15 21:35:00.0	0.6	-0.1988	0.0000	32.94	73.083	72.093	62.577	85.600	0.2418	4.297
06/02/15 21:40:00.0	0.6	-0.2039	0.0000	41.18	72.997	72.007	62.406	85.600	0.2421	4.297
06/02/15 21:45:00.0	0.6	-0.1988	0.0000	44.12	72.955	71.877	62.276	86.000	0.2421	4.291
06/02/15 21:50:00.0	0.6	-0.1988	0.0000	42.94	72.869	71.791	62.362	86.100	0.2421	4.291
06/02/15 21:55:00.0	0.6	-0.1988	0.0000	45.88	72.783	71.704	62.233	86.300	0.2418	4.291
06/02/15 22:00:00.0	0.6	-0.1988	0.0000	48.24	72.696	71.620	62.276	86.100	0.2421	4.291
06/02/15 22:05:00.0	0.6	-0.1988	0.0000	46.47	72.653	71.533	62.319	86.400	0.2421	4.291
06/02/15 22:10:00.0	0.6	-0.1988	0.0000	50.00	72.567	71.447	62.276	86.300	0.2418	4.291
06/02/15 22:15:00.0	0.6	-0.1988	0.0000	52.35	72.523	71.361	62.233	86.400	0.2418	4.291
06/02/15 22:20:00.0	0.6	-0.1988	0.0000	56.47	72.437	71.274	62.191	86.300	0.2421	4.291
06/02/15 22:25:00.0	0.6	-0.2039	0.0000	63.53	72.351	71.231	62.019	86.400	0.2421	4.291
06/02/15 22:30:00.0	0.6	-0.1988	0.0000	61.18	72.307	71.146	62.105	86.900	0.2418	4.285
06/02/15 22:35:00.0	0.6	-0.1988	0.0000	64.12	72.264	71.060	62.062	86.800	0.2418	4.285
06/02/15 22:40:00.0	0.6	-0.2039	0.0000	65.29	72.178	70.974	62.062	87.000	0.2421	4.285
06/02/15 22:45:00.0	0.6	-0.2039	0.0000	62.35	72.093	70.930	62.191	87.000	0.2421	4.285
06/02/15 22:50:00.0	0.6	-0.1988	0.0000	65.88	72.050	70.846	62.105	86.700	0.2418	4.285
06/02/15 22:55:00.0	0.6	-0.2039	0.0000	68.24	72.007	70.759	62.019	86.900	0.2418	4.285
06/02/15 23:00:00.0	0.6	-0.1988	0.0000	71.76	71.920	70.716	61.761	87.200	0.2421	4.285
06/02/15 23:05:00.0	0.6	-0.1988	0.0000	72.35	71.877	70.630	61.677	87.300	0.2421	4.279
06/02/15 23:10:00.0	0.6	-0.1988	0.0000	75.29	71.834	70.587	61.677	87.700	0.2418	4.279
06/02/15 23:15:00.0	0.6	-0.1988	0.0000	77.06	71.748	70.502	61.547	87.800	0.2418	4.279
06/02/15 23:20:00.0	0.6	-0.1988	0.0000	77.65	71.704	70.459	61.547	88.100	0.2421	4.273
06/02/15 23:25:00.0	0.6	-0.1988	0.0000	76.47	71.661	70.372	61.633	87.800	0.2421	4.273
06/02/15 23:30:00.0	0.6	-0.1988	0.0000	78.82	71.620	70.329	61.376	87.800	0.2418	4.321
06/02/15 23:35:00.0	0.6	-0.1988	0.0000	77.06	71.577	70.286	61.462	88.000	0.2418	4.273
06/02/15 23:40:00.0	0.6	-0.2039	0.0000	78.82	71.490	70.201	61.462	88.000	0.2421	4.273
06/02/15 23:45:00.0	0.6	-0.1988	0.0000	72.94	71.404	70.115	61.633	87.900	0.2418	4.273
06/02/15 23:50:00.0	0.6	-0.2039	0.0000	75.29	71.404	70.072	61.547	87.700	0.2418	4.273
06/02/15 23:55:00.0	0.6	-0.1988	0.0000	77.06	71.361	70.029	61.376	87.800	0.2418	4.273
06/03/15 00:00:00.0	0.6	-0.1988	0.0000	80.00	71.274	69.942	61.205	88.000	0.2418	4.267
06/03/15 00:05:00.0	0.6	-0.1988	0.0000	83.53	71.231	69.901	61.119	88.500	0.2421	4.267
06/03/15 00:10:00.0	0.6	-0.1988	0.0000	81.18	71.190	69.858	61.248	88.600	0.2418	4.267
06/03/15 00:15:00.0	0.6	-0.1988	0.0000	84.71	71.146	69.814	61.162	88.700	0.2418	4.267
06/03/15 00:20:00.0	0.6	-0.1988	0.0000	86.47	71.103	69.728	60.991	88.700	0.2418	4.267
06/03/15 00:25:00.0	0.6	-0.2039	0.0000	82.35	71.060	69.685	61.032	88.800	0.2418	4.267
06/03/15 00:30:00.0	0.6	-0.2039	0.0000	87.06	71.017	69.643	60.948	88.800	0.2418	4.267
06/03/15 00:35:00.0	0.6	-0.2039	0.0000	89.41	70.974	69.600	61.032	89.300	0.2418	4.267
06/03/15 00:40:00.0	0.6	-0.1988	0.0000	85.29	70.887	69.514	61.547	89.400	0.2418	4.267
06/03/15 00:45:00.0	0.6	-0.1988	0.0000	87.06	70.887	69.471	61.462	88.900	0.2418	4.267
06/03/15 00:50:00.0	0.6	-0.2039	0.0000	87.06	70.846	69.427	61.205	88.600	0.2418	4.267
06/03/15 00:55:00.0	0.6	-0.1988	0.0000	91.18	70.803	69.386	61.032	88.800	0.2414	4.267
06/03/15 01:00:00.0	0.6	-0.2039	0.0000	91.76	70.716	69.343	61.205	89.300	0.2418	4.267
06/03/15 01:05:00.0	0.6	-0.1988	0.0000	93.53	70.716	69.300	61.032	89.400	0.2418	4.267
06/03/15 01:10:00.0	0.6	-0.1988	0.0000	85.29	70.630	69.256	61.162	89.600	0.2418	4.267
06/03/15 01:15:00.0	0.6	-0.1988	0.0000	75.29	70.630	69.170	61.506	89.600	0.2418	4.267
06/03/15 01:20:00.0	0.6	-0.2039	0.0000	65.29	70.543	69.170	61.934	89.300	0.2418	4.267
06/03/15 01:25:00.0	0.6	-0.1988	0.0000	58.82	70.543	69.129	62.105	88.800	0.2418	4.261
06/03/15 01:30:00.0	0.6	-0.1988	0.0000	54.71	70.502	69.085	62.233	88.400	0.2418	4.261
06/03/15 01:35:00.0	0.6	-0.2039	0.0000	50.59	70.459	69.085	62.362	88.100	0.2414	4.261
06/03/15 01:40:00.0	0.6	-0.1988	0.0000	47.65	70.416	69.085	62.447	87.800	0.2418	4.261
06/03/15 01:45:00.0	0.6	-0.2039	0.0000	43.53	70.372	69.042	62.533	87.600	0.2418	4.261
06/03/15 01:50:00.0	0.6	-0.1988	0.0000	40.59	70.372	69.042	62.620	87.300	0.2418	4.291
06/03/15 01:55:00.0	0.6	-0.1988	0.0000	37.65	70.329	69.042	62.748	87.100	0.2414	4.255
06/03/15 02:00:00.0	0.6	-0.2039	0.0000	35.29	70.329	69.042	62.791	86.900	0.2418	4.255
06/03/15 02:05:00.0	0.6	-0.2039	0.0000	34.12	70.286	68.999	62.834	86.800	0.2418	4.255
06/03/15 02:10:00.0	0.6	-0.1988	0.0000	31.18	70.286	68.999	62.962	86.700	0.2414	4.255
06/03/15 02:15:00.0	0.6	-0.1988	0.0000	30.00	70.243	68.999	62.962	86.500	0.2414	4.255
06/03/15 02:20:00.0	0.6	-0.1988	0.0000	28.24	70.201	68.999	63.005	86.300	0.2418	4.255
06/03/15 02:25:00.0	0.6	-0.1988	0.0000	27.65	70.201	68.999	63.048	86.200	0.2414	4.255
06/03/15 02:30:00.0	0.6	-0.1988	0.0000	25.29	70.201	68.999	63.176	86.100	0.2414	4.255
06/03/15 02:35:00.0	0.6	-0.1988	0.0000	25.29	70.158	68.956	63.176	85.900	0.2414	4.255
06/03/15 02:40:00.0	0.6	-0.1988	0.0000	20.59	70.115	68.956	63.304	85.500	0.2414	4.255
06/03/15 02:45:00.0	0.6	-0.2039	0.0000	19.41	70.115	68.956	63.475	85.400	0.2414	4.255
06/03/15 02:50:00.0	0.6	-0.1988	0.0000	17.65	70.115	68.956	63.561	85.000	0.2414	4.255
06/03/15 02:55:00.0	0.6	-0.2039	0.0000	16.47	70.072	68.956	63.561	84.700	0.2414	4.255
06/03/15 03:00:00.0	0.6	-0.1988	0.0000	15.88	70.072	68.956	63.475	84.500	0.2414	4.255
06/03/15 03:05:00.0	0.6	-0.1988	0.0000	15.29	70.029	68.956	63.304	84.400	0.2414	4.249
06/03/15 03:10:00.0	0.6	-0.1988	0.0000	15.29	70.029	68.913	63.262	84.500	0.2414	4.249
06/03/15 03:15:00.0	0.6	-0.1988	0.0000	14.71	70.029	68.913	63.433	84.500	0.2414	4.249
06/03/15 03:20:00.0	0.6	-0.1988	0.0000	14.71	70.029	68.913	63.475	84.400	0.2414	4.249
06/03/15 03:25:00.0	0.6	-0.2039	0.0000	14.12	69.985	68.871	63.433	84.200	0.2414	4.249
06/03/15 03:30:00.0	0.6	-0.1988	0.0000	13.53	69.985	68.871	63.518	84.100	0.2414	4.249
06/03/15 03:35:00.0	0.6	-0.1988	0.0000	13.53	69.942	68.871	63.347	84.000	0.2414	4.249
06/03/15 03:40:00.0	0.6	-0.1988	0.0000	13.53	69.942	68.871	63.390	84.000	0.2414	4.249
06/03/15 03:45:00.0	0.6	-0.1988	0.0000	12.94	69.942	68.828	63.304	84.000	0.2414	4.249
06/03/15 03:50:00.0	0.6	-0.2039	0.0000	12.35	69.901	68.828	63.262	84.000	0.2414	4.249
06/03/15 03:55:00.0	0.6	-0.1988	0.0000	12.35	69.901	68.828	63.133	83.900	0.2414	4.249
06/03/15 04:00:00.0	0.6	-0.1988	0.0000	11.76	69.858	68.785	63.048	83.800	0.2414	4.249
06/03/15 04:05:00.0	0.6	-0.1988	0.0000	11.76	69.858	68.785	62.919	83.800	0.2414	4.249
06/03/15 04:10:00.0	0.6	-0.1988	0.0000	11.76	69.858	68.785	62.834	83.700	0.2410	4.249
06/03/15 04:15:00.0	0.6	-0.2039	0.0000	12.35	69.814	68.742	62.791	83.900	0.2410	4.249
06/03/15 04:20:00.0	0.6	-0.1988	0.0000	14.71	69.814	68.698	62.834	83.900	0.2414	4.249
06/03/15 04:25:00.0	0.6	-0.1988	0.0000	12.94	69.771	68.698	62.748	84.000	0.2414	4.249
06/03/15 04:30:00.0	0.6	-0.1988	0.0000	12.94	69.771	68.657	62.704	83.900	0.2410	4.249
06/03/15 04:35:00.0	0.6	-0.1988	0.0000	12.94	69.771	68.657	62.661	84.000	0.2410	4.249
06/03/15 04:40:00.0	0.6	-0.2039	0.0000	12.94	69.728	68.614	62.533	84.200	0.2410	4.249
06/03/15 04:45:00.0	0.6	-0.2039	0.0000	12.94	69.728	68.614	62.577	84.300	0.2410	4.249
06/03/15 04:50:00.0	0.6	-0.1988	0.0000	17.65	69.685	68.571	62.577	84.300	0.2406	4.249
06/03/15 04:55:00.0	0.6	-0.1988	0.0000	14.71	69.685	68.571	62.447	84.300	0.2406	4.255
06/03/15 05:00:00.0	0.6	-0.1988	0.0000	12.94	69.643	68.571	62.533	84.200	0.2410	4.249
06/03/15 05:05:00.0	0.6	-0.1988	0.0000	12.94	69.643	68.527	62.533	84.100	0.2410	4.249
06/03/15 05:10:00.0	0.6	-0.1988	0.0000	12.35	69.600	68.484	62.577	83.900	0.2406	4.249
06/03/15 05:15:00.0	0.6	-0.2039	0.0000	12.35	69.600	68.484	62.490	83.900	0.2406	4.249
06/03/15 05:20:00.0	0.6	-0.1988	0.0000	14.12	69.600	68.443	62.362	84.000	0.2410	4.249
06/03/15 05:25:00.0	0.6	-0.1988	0.0000	12.35	69.557	68.443	62.447	84.000	0.2410	4.249
06/03/15 05:30:00.0	0.6	-0.1988	0.0000	11.76	69.557	68.400	62.577	83.600	0.2406	4.249
06/03/15 05:35:00.0	0.6	-0.1988	0.0000	10.59	69.514	68.356	62.577	83.500	0.2406	4.249
06/03/15 05:40:00.0	0.6	-0.1988	0.0000	10.59	69.514	68.356	62.661	83.400	0.2406	4.249
06/03/15 05:45:00.0	0.6	-0.1988	0.0000	10.59	69.471	68.313	62.704	83.300	0.2410	4.249
06/03/15 05:50:00.0	0.6	-0.1988	0.0000	10.00	69.471	68.313	62.791	83.200	0.2406	4.249
06/03/15 05:55:00.0	0.6	-0.2039	0.0000	9.41	69.427	68.270	62.791	83.000	0.2406	4.249
06/03/15 06:00:00.0	0.6	-0.1988	0.0000	9.41	69.427	68.270	62.791	83.000	0.2406	4.249
06/03/15 06:05:00.0	1.9	-0.1988	0.0000	8.82	69.386	68.270	62.875	82.800	0.2410	4.249
06/03/15 06:10:00.0	3.1	-0.1988	0.0000	8.24	69.386	68.270	62.962	82.600	0.2406	4.237
06/03/15 06:15:00.0	4.4	-0.1988	0.0000	8.24	69.343	68.227	63.005	82.500	0.2406	4.243
06/03/15 06:20:00.0	5.6	-0.1988	0.0000	8.24	69.343	68.227	62.875	82.300	0.2410	4.237
06/03/15 06:25:00.0	5.6	-0.1988	0.0000	7.65	69.343	68.185	62.791	82.200	0.2410	4.237
06/03/15 06:30:00.0	8.1	-0.1988	0.0000	7.65	69.300	68.185	62.791	82.100	0.2410	4.237
06/03/15 06:35:00.0	8.1	-0.1988	0.0000	7.06	69.300	68.185	62.834	82.000	0.2406	4.237
06/03/15 06:40:00.0	9.4	-0.1988	0.0000	7.06	69.256	68.142	62.834	81.900	0.2410	4.237
06/03/15 06:45:00.0	9.4	-0.1988	0.0000	7.06	69.256	68.142	62.791	81.800	0.2410	4.243
06/03/15 06:50:00.0	11.9	-0.1988	0.0000	7.06	69.256	68.142	62.704	81.800	0.2406	4.249
06/03/15 06:55:00.0	13.1	-0.2039	0.0000	6.47	69.256	68.099	62.791	81.800	0.2406	4.249
06/03/15 07:00:00.0	14.4	-0.1988	0.0000	6.47	69.213	68.099	62.791	81.700	0.2410	4.249
06/03/15 07:05:00.0	15.6	-0.2039	0.0000	6.47	69.213	68.099	62.875	81.600	0.2410	4.255
06/03/15 07:10:00.0	33.1	-0.1988	0.0000	6.47	69.170	68.056	62.919	81.500	0.2410	4.267
06/03/15 07:15:00.0	39.4	-0.1988	0.0000	5.88	69.170	68.056	63.262	81.400	0.2406	4.291
06/03/15 07:20:00.0	39.4	-0.1988	0.0000	5.88	69.170	68.056	63.433	81.100	0.2410	4.315
06/03/15 07:25:00.0	50.6	-0.1988	0.0000	5.29	69.129	68.056	63.689	80.700	0.2410	4.339
06/03/15 07:30:00.0	49.4	-0.1988	0.0000	4.71	69.129	68.056	64.033	80.300	0.2406	4.369
06/03/15 07:35:00.0	46.9	-0.2039	0.0000	4.71	69.129	68.056	63.990	80.000	0.2406	4.393
06/03/15 07:40:00.0	48.1	-0.1988	0.0000	4.71	69.085	68.099	64.204	79.800	0.2410	4.387
06/03/15 07:45:00.0	50.6	-0.2039	0.0000	4.71	69.085	68.099	64.161	79.600	0.2410	4.381
06/03/15 07:50:00.0	61.9	-0.1988	0.0000	4.71	69.085	68.142	64.418	79.400	0.2406	4.369
06/03/15 07:55:00.0	78.1	-0.2039	0.0000	4.12	69.085	68.142	64.589	79.200	0.2406	4.369
06/03/15 08:00:00.0	69.4	-0.1988	0.0000	4.12	69.085	68.185	64.888	79.000	0.2410	4.363
