"#","Date Time, GMT-07:00","Solar Radiation, W/m² (LGR S/N: 10214684, SEN S/N: 10200132)","Voltage, V (LGR S/N: 10214684, SEN S/N: 10200844)","Current, mA (LGR S/N: 10214684, SEN S/N: 10200844)","Wetness, % (LGR S/N: 10214684, SEN S/N: 10205907)","Temp, °C (LGR S/N: 10214684, SEN S/N: 10213739, LBL: 5 cm deep)","Temp, °C (LGR S/N: 10214684, SEN S/N: 10222768, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10214684, SEN S/N: 10359305)","RH, % (LGR S/N: 10214684, SEN S/N: 10359305)","DewPt, °C (LGR S/N: 10214684, SEN S/N: 10359305)","Water Content, m³/m³ (LGR S/N: 10214684, SEN S/N: 10465840)","Batt, V (LGR S/N: 10214684)"
1,2015-03-06 15:30:00,613.1,-0.1988,0.0000,1.18,17.415,19.199,27.899,19.200,2.3,0.3357,4.363
2,2015-03-06 15:35:00,598.1,-0.1988,0.0000,1.18,17.486,19.222,28.270,20.600,3.6,0.3361,4.351
3,2015-03-06 15:40:00,585.6,-0.1988,0.0000,1.18,17.534,19.246,29.140,22.000,5.3,0.3361,4.345
4,2015-03-06 15:45:00,573.1,-0.1988,0.0000,1.18,17.605,19.270,28.791,20.400,3.9,0.3361,4.339
5,2015-03-06 15:50:00,559.4,-0.1988,0.0000,1.18,17.653,19.318,29.340,22.000,5.4,0.3361,4.339
6,2015-03-06 15:55:00,543.1,-0.1988,0.0000,1.18,17.701,19.365,29.490,23.200,6.3,0.3357,4.333
7,2015-03-06 16:00:00,534.4,-0.1988,0.0000,1.18,17.724,19.389,28.468,23.800,5.8,0.3357,4.327
8,2015-03-06 16:05:00,521.9,-0.1988,0.0000,1.18,17.772,19.436,27.850,21.900,4.1,0.3357,4.442
9,2015-03-06 16:10:00,508.1,-0.1988,0.0000,1.18,17.819,19.484,27.112,22.500,3.9,0.3357,4.406
10,2015-03-06 16:15:00,494.4,-0.1988,0.0000,0.59,17.867,19.532,27.063,22.600,3.9,0.3352,4.393
11,2015-03-06 16:20:00,478.1,-0.1988,0.0000,1.18,17.891,19.579,27.382,22.700,4.3,0.3352,4.369
12,2015-03-06 16:25:00,221.9,-0.1988,0.0000,0.59,17.938,19.603,27.235,22.800,4.2,0.3352,4.363
13,2015-03-06 16:30:00,38.1,-0.1988,0.0000,0.59,17.986,19.627,26.891,23.500,4.3,0.3352,4.351
14,2015-03-06 16:35:00,55.6,-0.1988,0.0000,0.59,18.010,19.603,26.109,23.600,3.7,0.3352,4.345
15,2015-03-06 16:40:00,61.9,-0.1988,0.0000,0.00,18.033,19.579,25.768,24.800,4.2,0.3352,4.339
16,2015-03-06 16:45:00,33.1,-0.1988,0.0000,0.00,18.081,19.532,25.525,24.200,3.6,0.3348,4.339
17,2015-03-06 16:50:00,40.6,-0.1988,0.0000,0.00,18.081,19.460,25.283,24.000,3.3,0.3348,4.333
18,2015-03-06 16:55:00,44.4,-0.1988,0.0000,0.00,18.081,19.389,25.525,23.500,3.2,0.3348,4.333
19,2015-03-06 17:00:00,53.1,-0.1988,0.0000,0.00,18.081,19.294,25.598,24.200,3.7,0.3348,4.327
20,2015-03-06 17:05:00,29.4,-0.1988,0.0000,0.00,18.081,19.222,25.574,23.700,3.4,0.3348,4.345
21,2015-03-06 17:10:00,49.4,-0.1988,0.0000,0.00,18.057,19.127,25.234,24.500,3.5,0.3343,4.339
22,2015-03-06 17:15:00,70.6,-0.1988,0.0000,0.00,18.033,19.032,25.283,24.600,3.6,0.3343,4.339
23,2015-03-06 17:20:00,25.6,-0.1988,0.0000,0.00,18.033,18.937,25.065,23.900,3.0,0.3339,4.333
24,2015-03-06 17:25:00,25.6,-0.1988,0.0000,0.00,17.986,18.866,25.040,24.100,3.1,0.3343,4.333
25,2015-03-06 17:30:00,24.4,-0.1988,0.0000,0.00,17.962,18.771,25.089,24.400,3.4,0.3339,4.339
26,2015-03-06 17:35:00,24.4,-0.1988,0.0000,0.00,17.938,18.675,25.016,24.600,3.4,0.3339,4.345
27,2015-03-06 17:40:00,23.1,-0.1988,0.0000,0.00,17.891,18.604,25.016,24.800,3.5,0.3339,4.339
28,2015-03-06 17:45:00,45.6,-0.1988,0.0000,0.00,17.867,18.533,25.040,24.600,3.4,0.3335,4.339
29,2015-03-06 17:50:00,21.9,-0.1988,0.0000,0.00,17.843,18.438,24.944,25.800,4.0,0.3339,4.333
30,2015-03-06 17:55:00,21.9,-0.1988,0.0000,0.00,17.796,18.366,24.847,24.800,3.4,0.3339,4.333
31,2015-03-06 18:00:00,19.4,-0.1988,0.0000,0.00,17.772,18.319,24.726,25.900,3.9,0.3335,4.327
32,2015-03-06 18:05:00,18.1,-0.1988,0.0000,0.00,17.748,18.247,24.677,26.100,4.0,0.3339,4.345
33,2015-03-06 18:10:00,16.9,-0.1988,0.0000,0.00,17.701,18.176,24.653,25.600,3.7,0.3335,4.339
34,2015-03-06 18:15:00,15.6,-0.1988,0.0000,0.00,17.653,18.129,24.484,25.900,3.7,0.3335,4.339
35,2015-03-06 18:20:00,19.4,-0.1988,0.0000,0.00,17.629,18.057,24.243,26.200,3.6,0.3335,4.333
36,2015-03-06 18:25:00,26.9,-0.1988,0.0000,0.00,17.605,17.986,24.098,27.400,4.2,0.3335,4.333
37,2015-03-06 18:30:00,49.4,-0.1988,0.0000,0.00,17.582,17.938,23.930,27.600,4.1,0.3330,4.339
38,2015-03-06 18:35:00,11.9,-0.1988,0.0000,0.00,17.534,17.891,23.665,28.100,4.1,0.3335,4.345
39,2015-03-06 18:40:00,8.1,-0.1988,0.0000,0.00,17.510,17.819,23.472,28.400,4.1,0.3330,4.339
40,2015-03-06 18:45:00,5.6,-0.1988,0.0000,0.00,17.486,17.772,23.497,28.500,4.2,0.3330,4.339
41,2015-03-06 18:50:00,3.1,-0.1988,0.0000,0.00,17.463,17.724,23.304,28.700,4.1,0.3330,4.333
42,2015-03-06 18:55:00,1.9,-0.1988,0.0000,0.00,17.415,17.677,22.824,29.600,4.2,0.3326,4.333
43,2015-03-06 19:00:00,0.6,-0.1988,0.0000,0.00,17.391,17.629,22.226,30.400,4.0,0.3326,4.333
44,2015-03-06 19:05:00,0.6,-0.1988,0.0000,0.00,17.368,17.558,22.011,30.700,4.0,0.3330,4.327
45,2015-03-06 19:10:00,0.6,-0.1988,0.0000,0.00,17.320,17.510,21.724,31.400,4.1,0.3330,4.321
46,2015-03-06 19:15:00,0.6,-0.1988,0.0000,0.00,17.320,17.463,21.461,32.300,4.2,0.3326,4.321
47,2015-03-06 19:20:00,0.6,-0.1988,0.0000,0.00,17.272,17.391,21.390,32.600,4.3,0.3326,4.321
48,2015-03-06 19:25:00,0.6,-0.1988,0.0000,0.00,17.249,17.344,21.199,33.000,4.3,0.3326,4.321
49,2015-03-06 19:30:00,0.6,-0.1988,0.0000,0.00,17.225,17.296,21.056,33.500,4.4,0.3326,4.321
50,2015-03-06 19:35:00,0.6,-0.1988,0.0000,0.00,17.201,17.225,20.913,33.400,4.2,0.3326,4.321
