"#","Date Time, GMT-07:00","Voltage, V (LGR S/N: 10214686, SEN S/N: 10200841)","Current, mA (LGR S/N: 10214686, SEN S/N: 10200841)","Wetness, % (LGR S/N: 10214686, SEN S/N: 10205910)","Solar Radiation, W/m² (LGR S/N: 10214686, SEN S/N: 10208648)","Temp, °C (LGR S/N: 10214686, SEN S/N: 10213639)","RH, % (LGR S/N: 10214686, SEN S/N: 10213639)","DewPt, °C (LGR S/N: 10214686, SEN S/N: 10213639)","Temp, °C (LGR S/N: 10214686, SEN S/N: 10213734, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10214686, SEN S/N: 10213735, LBL: 5 cm deep)","Water Content, m³/m³ (LGR S/N: 10214686, SEN S/N: 10222877)","Batt, V (LGR S/N: 10214686)"
1,2014-05-09 12:20:00,-0.1988,0.0000,0.00,916.9,22.082,55.600,12.8,22.681,21.700,0.0762,4.363
2,2014-05-09 12:25:00,-0.1988,0.0000,0.00,853.1,22.298,56.200,13.2,22.848,21.867,0.0762,4.363
3,2014-05-09 12:30:00,-0.1988,0.0000,0.00,880.6,22.489,55.600,13.2,23.040,22.011,0.0762,4.363
4,2014-05-09 12:35:00,-0.2039,0.0000,0.00,915.6,22.537,56.300,13.4,23.184,22.178,0.0762,4.418
5,2014-05-09 12:40:00,-0.2039,0.0000,0.00,934.4,22.417,57.200,13.6,23.352,22.321,0.0762,4.393
6,2014-05-09 12:45:00,-0.1988,0.0000,0.00,891.9,21.748,57.600,13.0,23.497,22.465,0.0762,4.387
7,2014-05-09 12:50:00,-0.2039,0.0000,0.00,770.6,21.581,58.600,13.1,23.641,22.585,0.0762,4.381
8,2014-05-09 12:55:00,-0.1988,0.0000,0.00,875.6,22.226,58.700,13.8,23.761,22.705,0.0762,4.369
9,2014-05-09 13:00:00,-0.1988,0.0000,0.00,955.6,22.513,56.600,13.5,23.881,22.824,0.0762,4.363
10,2014-05-09 13:05:00,-0.1988,0.0000,0.00,896.9,21.867,57.500,13.1,24.002,22.944,0.0762,4.436
11,2014-05-09 13:10:00,-0.1988,0.0000,0.00,928.1,22.848,55.900,13.6,24.098,23.040,0.0762,4.406
12,2014-05-09 13:15:00,-0.1988,0.0000,0.00,903.1,22.417,56.200,13.3,24.171,23.136,0.0762,4.393
13,2014-05-09 13:20:00,-0.1988,0.0000,0.00,900.6,21.867,57.100,13.0,24.267,23.232,0.0762,4.387
14,2014-05-09 13:25:00,-0.1988,0.0000,0.00,900.6,23.064,56.000,13.8,24.339,23.328,0.0762,4.381
15,2014-05-09 13:30:00,-0.1988,0.0000,0.00,841.9,23.112,54.100,13.3,24.388,23.400,0.0762,4.369
16,2014-05-09 13:35:00,-0.1988,0.0000,0.00,871.9,23.016,54.100,13.3,24.436,23.472,0.0762,4.363
17,2014-05-09 13:40:00,-0.1988,0.0000,0.00,868.1,22.393,55.100,13.0,24.508,23.569,0.0768,4.424
18,2014-05-09 13:45:00,-0.1988,0.0000,0.00,945.6,22.657,55.000,13.2,24.557,23.641,0.0768,4.406
19,2014-05-09 13:50:00,-0.1988,0.0000,0.00,923.1,23.160,51.500,12.6,24.605,23.713,0.0768,4.393
20,2014-05-09 13:55:00,-0.2039,0.0000,0.00,909.4,22.705,53.800,12.9,24.653,23.809,0.0768,4.387
21,2014-05-09 14:00:00,-0.2039,0.0000,0.00,924.4,23.352,51.000,12.7,24.702,23.881,0.0768,4.381
