"#","Date Time, GMT-07:00","Solar Radiation, W/m² (LGR S/N: 10374973, SEN S/N: 10200135)","Wetness, % (LGR S/N: 10374973, SEN S/N: 10205906)","Temp, °C (LGR S/N: 10374973, SEN S/N: 10222765, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10374973, SEN S/N: 10222769, LBL: 5 cm deep)","Water Content, m³/m³ (LGR S/N: 10374973, SEN S/N: 10222873)","Voltage, V (LGR S/N: 10374973, SEN S/N: 10348623)","Current, mA (LGR S/N: 10374973, SEN S/N: 10348623)","Temp, °C (LGR S/N: 10374973, SEN S/N: 10359303)","RH, % (LGR S/N: 10374973, SEN S/N: 10359303)","DewPt, °C (LGR S/N: 10374973, SEN S/N: 10359303)","Batt, V (LGR S/N: 10374973)"
1,2014-08-01 16:15:00,34.4,4.12,27.112,26.524,0.3590,-0.1988,0.0000,26.695,61.200,18.6,4.345
2,2014-08-01 16:20:00,33.1,3.53,27.087,26.524,0.3594,-0.1988,0.0000,26.744,61.400,18.7,4.351
3,2014-08-01 16:25:00,31.9,3.53,27.063,26.500,0.3590,-0.1937,0.0000,26.769,61.200,18.7,4.351
4,2014-08-01 16:30:00,31.9,3.53,27.038,26.500,0.3590,-0.1988,0.0000,26.622,61.600,18.7,4.351
5,2014-08-01 16:35:00,30.6,3.53,27.014,26.500,0.3590,-0.1988,0.0000,26.573,61.600,18.6,4.351
6,2014-08-01 16:40:00,29.4,3.53,26.989,26.475,0.3590,-0.1988,0.0000,26.451,62.000,18.6,4.351
7,2014-08-01 16:45:00,28.1,3.53,26.940,26.451,0.3590,-0.1937,0.0000,26.426,61.700,18.5,4.351
8,2014-08-01 16:50:00,28.1,3.53,26.916,26.451,0.3590,-0.1937,0.0000,26.524,61.500,18.5,4.345
9,2014-08-01 16:55:00,26.9,3.53,26.867,26.426,0.3584,-0.1988,0.0000,26.353,62.300,18.6,4.345
10,2014-08-01 17:00:00,26.9,3.53,26.842,26.402,0.3590,-0.1937,0.0000,26.329,62.500,18.6,4.345
11,2014-08-01 17:05:00,25.6,3.53,26.818,26.378,0.3590,-0.1937,0.0000,26.158,62.800,18.5,4.345
12,2014-08-01 17:10:00,24.4,3.53,26.769,26.378,0.3590,-0.1988,0.0000,26.012,63.400,18.5,4.345
13,2014-08-01 17:15:00,24.4,3.53,26.744,26.353,0.3584,-0.1988,0.0000,25.987,63.400,18.5,4.345
14,2014-08-01 17:20:00,24.4,3.53,26.695,26.329,0.3590,-0.1937,0.0000,26.158,63.400,18.7,4.345
15,2014-08-01 17:25:00,23.1,3.53,26.671,26.304,0.3584,-0.1937,0.0000,26.256,62.800,18.6,4.345
16,2014-08-01 17:30:00,23.1,3.53,26.622,26.280,0.3584,-0.1988,0.0000,26.061,63.000,18.5,4.345
17,2014-08-01 17:35:00,21.9,3.53,26.598,26.256,0.3584,-0.1988,0.0000,25.987,63.400,18.5,4.345
18,2014-08-01 17:40:00,21.9,3.53,26.573,26.256,0.3584,-0.1988,0.0000,25.793,64.000,18.5,4.345
19,2014-08-01 17:45:00,21.9,3.53,26.524,26.231,0.3584,-0.1937,0.0000,25.695,64.500,18.5,4.345
20,2014-08-01 17:50:00,20.6,3.53,26.500,26.207,0.3584,-0.1988,0.0000,25.695,64.900,18.6,4.345
21,2014-08-01 17:55:00,19.4,3.53,26.475,26.182,0.3584,-0.1988,0.0000,25.671,64.600,18.5,4.345
22,2014-08-01 18:00:00,19.4,3.53,26.426,26.158,0.3584,-0.1988,0.0000,25.671,64.600,18.5,4.345
23,2014-08-01 18:05:00,19.4,3.53,26.402,26.134,0.3578,-0.1937,0.0000,25.623,64.600,18.5,4.345
24,2014-08-01 18:10:00,18.1,3.53,26.378,26.109,0.3584,-0.1988,0.0000,25.355,65.500,18.4,4.345
25,2014-08-01 18:15:00,18.1,3.53,26.353,26.109,0.3578,-0.1988,0.0000,25.258,65.700,18.4,4.345
