"#","Date Time, GMT-07:00","Solar Radiation, W/m² (LGR S/N: 10374984, SEN S/N: 10200133)","Wetness, % (LGR S/N: 10374984, SEN S/N: 10205911)","Temp, °C (LGR S/N: 10374984, SEN S/N: 10213634)","RH, % (LGR S/N: 10374984, SEN S/N: 10213634)","DewPt, °C (LGR S/N: 10374984, SEN S/N: 10213634)","Temp, °C (LGR S/N: 10374984, SEN S/N: 10222770, LBL: 5 cm deep)","Temp, °C (LGR S/N: 10374984, SEN S/N: 10222771, LBL: 1 cm deep)","Water Content, m³/m³ (LGR S/N: 10374984, SEN S/N: 10222874)","Voltage, V (LGR S/N: 10374984, SEN S/N: 10348610)","Current, mA (LGR S/N: 10374984, SEN S/N: 10348610)","Batt, V (LGR S/N: 10374984)"
1,2014-06-20 16:40:00,68.1,2.94,26.646,52.300,16.1,21.390,21.795,0.3110,-0.1988,0.0000,4.321
2,2014-06-20 16:45:00,66.9,2.94,26.109,53.200,15.9,21.390,21.772,0.3110,-0.1988,0.0000,4.333
3,2014-06-20 16:50:00,66.9,2.94,26.378,53.500,16.2,21.390,21.772,0.3110,-0.1988,0.0000,4.333
4,2014-06-20 16:55:00,65.6,2.94,26.109,54.000,16.1,21.390,21.748,0.3110,-0.1988,0.0000,4.333
5,2014-06-20 17:00:00,78.1,2.94,25.987,53.700,15.9,21.390,21.748,0.3110,-0.1988,0.0000,4.339
6,2014-06-20 17:05:00,63.1,2.94,26.109,55.500,16.5,21.390,21.724,0.3110,-0.1988,0.0000,4.339
7,2014-06-20 17:10:00,61.9,2.94,26.012,54.600,16.2,21.390,21.700,0.3106,-0.1988,0.0000,4.339
8,2014-06-20 17:15:00,61.9,2.94,26.109,54.800,16.3,21.390,21.700,0.3106,-0.1988,0.0000,4.339
9,2014-06-20 17:20:00,60.6,2.94,26.451,54.000,16.4,21.390,21.676,0.3106,-0.1988,0.0000,4.339
10,2014-06-20 17:25:00,58.1,2.94,26.085,54.800,16.3,21.366,21.676,0.3106,-0.1988,0.0000,4.339
11,2014-06-20 17:30:00,64.4,2.94,25.841,54.700,16.0,21.366,21.652,0.3106,-0.1988,0.0000,4.339
12,2014-06-20 17:35:00,78.1,2.94,25.720,54.500,15.9,21.366,21.652,0.3106,-0.1988,0.0000,4.333
13,2014-06-20 17:40:00,174.4,2.35,25.623,54.900,15.9,21.342,21.628,0.3106,-0.1988,0.0000,4.333
14,2014-06-20 17:45:00,58.1,2.94,25.355,56.000,16.0,21.342,21.604,0.3102,-0.1988,0.0000,4.333
15,2014-06-20 17:50:00,53.1,2.35,25.404,55.700,15.9,21.342,21.604,0.3102,-0.1988,0.0000,4.333
16,2014-06-20 17:55:00,54.4,2.35,25.040,56.000,15.7,21.342,21.581,0.3102,-0.1988,0.0000,4.333
17,2014-06-20 18:00:00,51.9,2.35,25.089,55.300,15.5,21.318,21.581,0.3102,-0.1988,0.0000,4.333
18,2014-06-20 18:05:00,50.6,2.35,25.210,55.200,15.6,21.318,21.557,0.3102,-0.1988,0.0000,4.333
19,2014-06-20 18:10:00,49.4,2.35,24.726,55.700,15.3,21.318,21.557,0.3102,-0.1988,0.0000,4.333
20,2014-06-20 18:15:00,48.1,2.35,24.823,56.300,15.6,21.318,21.533,0.3102,-0.1988,0.0000,4.327
21,2014-06-20 18:20:00,46.9,2.35,24.605,56.800,15.5,21.294,21.533,0.3102,-0.1988,0.0000,4.327
22,2014-06-20 18:25:00,45.6,2.35,24.508,55.800,15.1,21.294,21.509,0.3102,-0.1988,0.0000,4.327
23,2014-06-20 18:30:00,44.4,2.35,24.629,56.100,15.3,21.294,21.509,0.3098,-0.1988,0.0000,4.327
24,2014-06-20 18:35:00,43.1,2.35,24.581,56.300,15.3,21.270,21.485,0.3098,-0.1988,0.0000,4.321
25,2014-06-20 18:40:00,39.4,2.35,24.315,57.300,15.4,21.270,21.485,0.3102,-0.1988,0.0000,4.321
26,2014-06-20 18:45:00,39.4,2.35,24.388,57.300,15.4,21.270,21.485,0.3098,-0.1988,0.0000,4.321
27,2014-06-20 18:50:00,36.9,2.35,24.050,58.300,15.4,21.270,21.485,0.3098,-0.1988,0.0000,4.321
28,2014-06-20 18:55:00,46.9,2.35,23.761,59.600,15.4,21.270,21.485,0.3098,-0.1988,0.0000,4.321
29,2014-06-20 19:00:00,36.9,2.35,23.617,60.200,15.5,21.270,21.461,0.3098,-0.1988,0.0000,4.321
30,2014-06-20 19:05:00,36.9,2.35,23.280,60.400,15.2,21.246,21.461,0.3098,-0.1988,0.0000,4.321
31,2014-06-20 19:10:00,19.4,2.35,23.112,61.100,15.2,21.246,21.461,0.3098,-0.1988,0.0000,4.321
32,2014-06-20 19:15:00,11.9,2.35,22.800,62.300,15.2,21.246,21.461,0.3098,-0.1988,0.0000,4.321
33,2014-06-20 19:20:00,5.6,2.35,22.633,62.600,15.2,21.246,21.461,0.3098,-0.1988,0.0000,4.321
34,2014-06-20 19:25:00,4.4,2.35,22.489,63.500,15.2,21.246,21.461,0.3098,-0.1988,0.0000,4.321
35,2014-06-20 19:30:00,4.4,2.35,22.250,64.900,15.4,21.246,21.437,0.3098,-0.1988,0.0000,4.321
36,2014-06-20 19:35:00,3.1,2.94,22.130,65.800,15.5,21.246,21.437,0.3098,-0.1988,0.0000,4.321
37,2014-06-20 19:40:00,1.9,2.94,22.011,67.000,15.6,21.246,21.413,0.3098,-0.1988,0.0000,4.321
38,2014-06-20 19:45:00,1.9,2.94,21.700,68.800,15.7,21.223,21.390,0.3098,-0.1988,0.0000,4.321
39,2014-06-20 19:50:00,0.6,2.94,21.628,69.300,15.8,21.223,21.390,0.3098,-0.1988,0.0000,4.321
40,2014-06-20 19:55:00,0.6,3.53,21.461,70.100,15.8,21.223,21.366,0.3102,-0.1988,0.0000,4.321
41,2014-06-20 20:00:00,0.6,4.12,21.270,70.900,15.8,21.199,21.342,0.3098,-0.1988,0.0000,4.321
42,2014-06-20 20:05:00,0.6,4.71,21.079,72.100,15.9,21.199,21.318,0.3098,-0.1988,0.0000,4.321
43,2014-06-20 20:10:00,0.6,5.29,21.056,72.900,16.0,21.199,21.294,0.3098,-0.1988,0.0000,4.321
44,2014-06-20 20:15:00,0.6,6.47,20.865,73.700,16.0,21.175,21.270,0.3098,-0.2039,0.0000,4.321
45,2014-06-20 20:20:00,0.6,7.65,20.770,74.300,16.1,21.175,21.246,0.3098,-0.1988,0.0000,4.321
46,2014-06-20 20:25:00,0.6,8.82,20.555,75.400,16.1,21.151,21.223,0.3102,-0.2039,0.0000,4.321
47,2014-06-20 20:30:00,0.6,10.59,20.507,75.900,16.1,21.127,21.199,0.3098,-0.1988,0.0000,4.321
48,2014-06-20 20:35:00,0.6,17.65,20.293,76.300,16.0,21.127,21.199,0.3098,-0.1988,0.0000,4.321
49,2014-06-20 20:40:00,0.6,24.12,20.174,77.300,16.1,21.127,21.175,0.3102,-0.1988,0.0000,4.321
