Date Time	Voltage (V)  #10200857	Current (mA)  #10200857	Temp (°F)  #10213636	RH (%)  #10213636	1 cm deep Temp (°F)	5 cm deep Temp (°F)	Water Content (m³/m³)  #10374515	Solar Radiation (W/m²)  #10375649	Wetness (%)  #10791398	Batt (V) c:5
10/30/15 17:57:12.0	-0.2039	0.0000	78.339	22.300	70.846	70.158	0.0926	3.1	0.00	4.315
10/30/15 18:02:12.0	-0.2039	0.0000	77.378	23.200	70.502	70.029	0.0829	0.6	0.00	4.315
10/30/15 18:07:12.0	-0.2039	0.0000	76.464	24.100	70.158	69.901	0.0829	0.6	0.00	4.321
10/30/15 18:12:12.0	-0.2039	0.0000	75.724	25.600	69.858	69.771	0.0835	0.6	0.00	4.321
10/30/15 18:17:12.0	-0.2039	0.0000	75.074	26.200	69.557	69.643	0.0829	0.6	0.00	4.321
10/30/15 18:22:12.0	-0.2039	0.0000	74.813	27.300	69.213	69.471	0.0829	0.6	0.00	4.321
10/30/15 18:27:12.0	-0.1988	0.0000	74.597	27.200	68.956	69.343	0.0829	0.6	0.00	4.321
10/30/15 18:32:12.0	-0.1988	0.0000	74.250	28.500	68.698	69.213	0.0829	0.6	0.00	4.321
10/30/15 18:37:12.0	-0.1988	0.0000	73.947	28.500	68.484	69.085	0.0829	0.6	0.00	4.321
10/30/15 18:42:12.0	-0.1988	0.0000	73.774	29.400	68.270	68.956	0.0822	0.6	0.00	4.321
10/30/15 18:47:12.0	-0.1988	0.0000	73.688	29.400	68.099	68.828	0.0822	0.6	0.00	4.321
10/30/15 18:52:12.0	-0.1988	0.0000	73.299	30.500	67.928	68.698	0.0822	0.6	0.00	4.321
10/30/15 18:57:12.0	-0.1988	0.0000	72.955	30.200	67.757	68.614	0.0822	0.6	0.00	4.321
10/30/15 19:02:12.0	-0.1988	0.0000	72.955	30.700	67.586	68.484	0.0829	0.6	0.00	4.321
10/30/15 19:07:12.0	-0.1988	0.0000	73.213	29.900	67.456	68.356	0.0822	0.6	0.00	4.321
10/30/15 19:12:12.0	-0.1988	0.0000	72.610	31.500	67.329	68.270	0.0822	0.6	0.00	4.321
10/30/15 19:17:12.0	-0.1988	0.0000	72.437	31.900	67.199	68.185	0.0822	0.6	0.00	4.321
10/30/15 19:22:12.0	-0.1988	0.0000	71.920	32.200	67.114	68.099	0.0822	0.6	0.00	4.321
10/30/15 19:27:12.0	-0.1988	0.0000	72.007	32.200	66.985	68.013	0.0822	0.6	0.00	4.321
10/30/15 19:32:12.0	-0.1988	0.0000	72.523	31.900	66.857	67.928	0.0822	0.6	0.00	4.321
10/30/15 19:37:12.0	-0.1988	0.0000	72.437	32.400	66.772	67.842	0.0822	0.6	0.00	4.321
10/30/15 19:42:12.0	-0.1988	0.0000	71.964	32.600	66.643	67.757	0.0816	0.6	0.00	4.321
10/30/15 19:47:12.0	-0.1988	0.0000	72.567	30.600	66.558	67.671	0.0822	0.6	0.00	4.321
10/30/15 19:52:12.0	-0.1988	0.0000	72.610	30.100	66.472	67.586	0.0816	0.6	0.00	4.321
10/30/15 19:57:12.0	-0.1988	0.0000	72.178	30.800	66.344	67.500	0.0822	0.6	0.00	4.321
10/30/15 20:02:12.0	-0.1988	0.0000	71.533	31.000	66.258	67.413	0.0822	0.6	0.00	4.321
10/30/15 20:07:12.0	-0.1988	0.0000	71.748	30.100	66.173	67.329	0.0822	0.6	0.00	4.321
10/30/15 20:12:12.0	-0.1988	0.0000	72.307	28.700	66.087	67.242	0.0822	0.6	0.00	4.321
10/30/15 20:17:12.0	-0.1988	0.0000	72.221	28.500	66.000	67.158	0.0822	0.6	0.00	4.321
10/30/15 20:22:12.0	-0.1988	0.0000	72.093	28.800	65.872	67.114	0.0816	0.6	0.00	4.321
10/30/15 20:27:12.0	-0.1988	0.0000	72.093	28.800	65.829	67.028	0.0816	0.6	0.00	4.321
10/30/15 20:32:12.0	-0.1988	0.0000	71.620	29.500	65.745	66.985	0.0816	0.6	0.00	4.321
10/30/15 20:37:12.0	-0.1988	0.0000	71.060	29.000	65.658	66.900	0.0816	0.6	0.00	4.321
10/30/15 20:42:12.0	-0.1988	0.0000	70.587	29.000	65.615	66.857	0.0829	0.6	0.00	4.321
10/30/15 20:47:12.0	-0.1988	0.0000	70.459	30.300	65.530	66.772	0.0816	0.6	0.00	4.339
10/30/15 20:52:12.0	-0.1988	0.0000	70.243	30.700	65.444	66.729	0.0816	0.6	0.00	4.321
10/30/15 20:57:12.0	-0.1988	0.0000	69.427	31.200	65.359	66.686	0.0816	0.6	0.00	4.321
10/30/15 21:02:12.0	-0.1988	0.0000	68.913	31.700	65.273	66.600	0.0816	0.6	0.00	4.321
10/30/15 21:07:12.0	-0.1988	0.0000	68.313	33.200	65.145	66.515	0.0816	0.6	0.00	4.321
10/30/15 21:12:12.0	-0.1988	0.0000	68.270	33.300	65.059	66.472	0.0810	0.6	0.00	4.321
10/30/15 21:17:12.0	-0.1988	0.0000	69.085	32.600	64.931	66.385	0.0810	0.6	0.00	4.321
10/30/15 21:22:12.0	-0.1988	0.0000	69.514	31.700	64.888	66.301	0.0810	0.6	0.00	4.321
10/30/15 21:27:12.0	-0.1988	0.0000	69.471	31.800	64.803	66.258	0.0810	0.6	0.00	4.321
10/30/15 21:32:12.0	-0.1988	0.0000	70.459	30.000	64.760	66.173	0.0810	0.6	0.00	4.321
10/30/15 21:37:12.0	-0.1988	0.0000	70.587	29.600	64.674	66.130	0.0810	0.6	0.00	4.321
10/30/15 21:42:12.0	-0.1988	0.0000	69.814	30.300	64.632	66.087	0.0810	0.6	0.00	4.321
10/30/15 21:47:12.0	-0.1988	0.0000	69.514	30.700	64.589	66.000	0.0810	0.6	0.00	4.321
10/30/15 21:52:12.0	-0.1988	0.0000	69.771	29.900	64.503	65.959	0.0810	0.6	0.00	4.321
10/30/15 21:57:12.0	-0.1988	0.0000	69.858	29.200	64.459	65.916	0.0810	0.6	0.00	4.321
10/30/15 22:02:12.0	-0.1988	0.0000	69.343	30.000	64.418	65.872	0.0810	0.6	0.00	4.321
10/30/15 22:07:12.0	-0.1988	0.0000	69.256	29.000	64.375	65.829	0.0810	0.6	0.00	4.321
10/30/15 22:12:12.0	-0.1988	0.0000	69.213	29.500	64.332	65.788	0.0810	0.6	0.00	4.321
10/30/15 22:17:12.0	-0.1988	0.0000	68.956	29.900	64.247	65.701	0.0810	0.6	0.00	4.327
10/30/15 22:22:12.0	-0.1988	0.0000	68.400	30.500	64.204	65.658	0.0810	0.6	0.00	4.321
10/30/15 22:27:12.0	-0.1988	0.0000	67.671	31.600	64.161	65.615	0.0810	0.6	0.00	4.321
10/30/15 22:32:12.0	-0.1988	0.0000	68.142	30.300	64.074	65.574	0.0810	0.6	0.00	4.321
10/30/15 22:37:12.0	-0.1988	0.0000	68.185	30.600	64.033	65.530	0.0810	0.6	0.00	4.321
10/30/15 22:42:12.0	-0.1988	0.0000	67.798	30.700	63.946	65.487	0.0810	0.6	0.00	4.321
