"#","Date Time, GMT-08:00","Voltage, V (LGR S/N: 10214686, SEN S/N: 10200841)","Current, mA (LGR S/N: 10214686, SEN S/N: 10200841)","Wetness, % (LGR S/N: 10214686, SEN S/N: 10205910)","Solar Radiation, W/m² (LGR S/N: 10214686, SEN S/N: 10208648)","Temp, °C (LGR S/N: 10214686, SEN S/N: 10213639)","RH, % (LGR S/N: 10214686, SEN S/N: 10213639)","DewPt, °C (LGR S/N: 10214686, SEN S/N: 10213639)","Temp, °C (LGR S/N: 10214686, SEN S/N: 10213734, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10214686, SEN S/N: 10213735, LBL: 5 cm deep)","Water Content, m³/m³ (LGR S/N: 10214686, SEN S/N: 10222877)","Batt, V (LGR S/N: 10214686)"
1,2013-05-03 08:00:00,-0.1988,0.0000,0.00,33.1,24.171,12.700,-6.3,14.361,14.840,0.2528,4.321
2,2013-05-03 08:05:00,-0.1988,0.0000,0.00,34.4,24.122,13.300,-5.7,14.361,14.840,0.2528,4.333
3,2013-05-03 08:10:00,-0.1988,0.0000,0.00,35.6,24.002,14.900,-4.3,14.385,14.840,0.2524,4.339
4,2013-05-03 08:15:00,-0.1988,0.0000,0.00,36.9,24.171,15.300,-3.8,14.385,14.840,0.2528,4.357
5,2013-05-03 08:20:00,-0.1988,0.0000,0.00,36.9,24.363,14.200,-4.6,14.409,14.840,0.2524,4.339
6,2013-05-03 08:25:00,-0.1988,0.0000,0.00,38.1,24.677,14.900,-3.8,14.409,14.840,0.2524,4.339
7,2013-05-03 08:30:00,-0.1988,0.0000,0.00,39.4,24.895,14.800,-3.7,14.409,14.864,0.2528,4.339
8,2013-05-03 08:35:00,-0.1988,0.0000,0.00,39.4,25.841,13.100,-4.5,14.433,14.864,0.2524,4.345
9,2013-05-03 08:40:00,-0.1988,0.0000,0.00,40.6,25.987,13.300,-4.2,14.457,14.864,0.2524,4.345
10,2013-05-03 08:45:00,-0.1988,0.0000,0.00,43.1,26.012,13.200,-4.3,14.481,14.888,0.2524,4.345
11,2013-05-03 08:50:00,-0.1988,0.0000,0.00,43.1,25.939,13.300,-4.3,14.505,14.888,0.2524,4.345
12,2013-05-03 08:55:00,-0.1988,0.0000,0.00,44.4,26.304,12.800,-4.5,14.505,14.888,0.2524,4.351
13,2013-05-03 09:00:00,-0.1988,0.0000,0.00,46.9,26.891,12.800,-4.0,14.529,14.912,0.2524,4.351
14,2013-05-03 09:05:00,-0.1988,0.0000,0.00,49.4,26.769,11.500,-5.5,14.553,14.912,0.2524,4.351
