Date Time	Voltage (V)  #10200857	Current (mA)  #10200857	Temp (°F)  #10213636	RH (%)  #10213636	1 cm deep Temp (°F)	5 cm deep Temp (°F)	Water Content (m³/m³)  #10374515	Wetness (%)  #10374901	Solar Radiation (W/m²)  #10375649	Batt (V) c:5
04/14/15 10:22:12.0	-0.2039	0.0000	68.142	63.300	69.213	68.185	0.0738	0.59	68.1	4.333
04/14/15 10:27:12.0	-0.1988	0.0000	67.842	61.400	76.203	75.420	0.0745	0.00	68.1	4.321
04/14/15 10:32:12.0	-0.1988	0.0000	67.500	61.900	84.677	79.392	0.0752	0.00	68.1	4.363
04/14/15 10:37:12.0	-0.1988	0.0000	69.728	60.700	90.750	82.308	0.0758	0.00	68.1	4.351
04/14/15 10:42:12.0	-0.1988	0.0000	71.103	57.200	95.472	84.362	0.0762	0.00	68.1	4.333
04/14/15 10:47:12.0	-0.1988	0.0000	69.771	56.600	98.773	85.849	0.0768	0.00	68.1	4.339
04/14/15 10:52:12.0	-0.1988	0.0000	70.974	55.500	101.862	87.300	0.0775	0.00	68.1	4.339
04/14/15 10:57:12.0	-0.1988	0.0000	71.103	54.300	104.720	88.488	0.0775	0.00	69.4	4.339
04/14/15 11:02:12.0	-0.1988	0.0000	72.221	53.800	106.914	87.802	0.0775	0.00	69.4	4.339
04/14/15 11:07:12.0	-0.1988	0.0000	70.587	53.000	106.021	84.542	0.0775	0.00	69.4	4.339
04/14/15 11:12:12.0	-0.1988	0.0000	70.459	52.200	99.415	82.976	0.0781	0.00	69.4	4.339
04/14/15 11:17:12.0	-0.1988	0.0000	71.231	51.300	92.763	83.422	0.0781	0.00	70.6	4.339
04/14/15 11:22:12.0	-0.1988	0.0000	73.299	50.800	88.855	81.244	0.0775	0.00	73.1	4.339
04/14/15 11:27:12.0	-0.1988	0.0000	73.213	47.200	86.936	79.216	0.0775	0.00	69.4	4.339
04/14/15 11:32:12.0	-0.1988	0.0000	71.231	49.500	84.677	77.684	0.0775	0.00	69.4	4.339
04/14/15 11:37:12.0	-0.1988	0.0000	71.920	49.600	83.199	76.811	0.0775	0.00	165.6	4.339
04/14/15 11:42:12.0	-0.1988	0.0000	71.404	49.600	82.085	76.028	0.0775	0.00	71.9	4.339
04/14/15 11:47:12.0	-0.1988	0.0000	73.213	47.700	81.154	75.551	0.0775	0.00	71.9	4.339
04/14/15 11:52:12.0	-0.1988	0.0000	72.050	48.500	80.227	75.204	0.0768	0.00	186.9	4.339
04/14/15 11:57:12.0	-0.1988	0.0000	72.826	48.900	80.008	75.117	0.0775	0.00	114.4	4.345
04/14/15 12:02:12.0	-0.1988	0.0000	73.904	48.200	80.978	74.856	0.0775	0.00	106.9	4.345
04/14/15 12:07:12.0	-0.1988	0.0000	75.508	47.800	80.139	74.727	0.0775	0.00	78.1	4.345
04/14/15 12:12:12.0	-0.1988	0.0000	73.818	45.400	79.392	75.117	0.0775	0.00	95.6	4.345
04/14/15 12:17:12.0	-0.1988	0.0000	73.299	46.300	78.822	78.471	0.0775	0.00	566.9	4.345
04/14/15 12:22:12.0	-0.1988	0.0000	73.990	48.400	79.788	78.165	0.0775	0.00	194.4	4.345
04/14/15 12:27:12.0	-0.1988	0.0000	75.942	45.900	83.959	81.775	0.0775	0.00	123.1	4.345
04/14/15 12:32:12.0	-0.1988	0.0000	74.683	47.900	87.118	86.482	0.0775	0.00	209.4	4.345
04/14/15 12:37:12.0	-0.1988	0.0000	76.550	46.600	96.627	89.546	0.0781	0.00	523.1	4.345
04/14/15 12:42:12.0	-0.1988	0.0000	77.072	45.600	103.384	91.589	0.0781	0.00	890.6	4.345
04/14/15 12:47:12.0	-0.1988	0.0000	76.899	45.100	107.443	92.620	0.0787	0.00	883.1	4.345
04/14/15 12:52:12.0	-0.1988	0.0000	76.768	46.000	110.345	94.039	0.0794	0.00	871.9	4.345
04/14/15 12:57:12.0	-0.1988	0.0000	78.165	45.700	112.384	95.135	0.0797	0.59	889.4	4.345
04/14/15 13:02:12.0	-0.1988	0.0000	78.208	43.600	114.408	95.855	0.0797	0.59	884.4	4.345
04/14/15 13:07:12.0	-0.1988	0.0000	76.071	45.000	115.092	95.711	0.0797	0.00	880.6	4.345
04/14/15 13:12:12.0	-0.1988	0.0000	77.639	45.900	116.128	96.289	0.0803	0.00	853.1	4.351
04/14/15 13:17:12.0	-0.1988	0.0000	76.550	43.700	117.234	96.192	0.0810	0.00	518.1	4.351
04/14/15 13:22:12.0	-0.1988	0.0000	78.382	45.500	117.820	97.257	0.0816	0.00	88.1	4.351
04/14/15 13:27:12.0	-0.2039	0.0000	79.216	44.300	116.825	93.281	0.0829	0.00	79.4	4.345
04/14/15 13:32:12.0	-0.1988	0.0000	79.304	43.600	107.550	88.122	0.0829	0.00	74.4	4.345
04/14/15 13:37:12.0	-0.2039	0.0000	78.076	44.200	100.458	85.442	0.0829	0.00	70.6	4.345
04/14/15 13:42:12.0	-0.2039	0.0000	78.296	44.600	95.711	83.601	0.0822	0.00	66.9	4.345
04/14/15 13:47:12.0	-0.2039	0.0000	77.596	45.000	92.197	82.263	0.0816	0.00	66.9	4.345
04/14/15 13:52:12.0	-0.2039	0.0000	76.071	45.200	89.685	81.111	0.0816	0.00	64.4	4.345
04/14/15 13:57:12.0	-0.1988	0.0000	77.509	45.500	87.757	80.449	0.0810	0.00	63.1	4.345
04/14/15 14:02:12.0	-0.2039	0.0000	76.942	45.100	86.301	79.700	0.0816	0.00	61.9	4.345
04/14/15 14:07:12.0	-0.2039	0.0000	76.375	45.700	85.035	79.084	0.0810	0.00	60.6	4.345
04/14/15 14:12:12.0	-0.2039	0.0000	75.810	45.900	83.869	78.471	0.0803	0.00	58.1	4.345
04/14/15 14:17:12.0	-0.2039	0.0000	76.725	45.800	83.021	78.076	0.0803	0.00	58.1	4.345
04/14/15 14:22:12.0	-0.2039	0.0000	75.942	46.900	82.175	77.639	0.0803	0.00	55.6	4.345
04/14/15 14:27:12.0	-0.1988	0.0000	76.289	47.400	81.466	77.247	0.0797	0.00	54.4	4.351
04/14/15 14:32:12.0	-0.1988	0.0000	76.507	46.800	80.890	76.899	0.0797	0.00	54.4	4.345
04/14/15 14:37:12.0	-0.1988	0.0000	76.681	46.700	80.316	76.550	0.0797	0.00	83.1	4.345
04/14/15 14:42:12.0	-0.2039	0.0000	75.942	47.600	79.788	76.246	0.0797	0.00	53.1	4.339
04/14/15 14:47:12.0	-0.1988	0.0000	76.071	47.100	79.347	75.985	0.0797	0.00	50.6	4.345
04/14/15 14:52:12.0	-0.1988	0.0000	74.120	48.800	78.733	75.594	0.0794	0.00	48.1	4.339
04/14/15 14:57:12.0	-0.1988	0.0000	74.813	49.000	78.251	75.333	0.0794	0.00	46.9	4.339
04/14/15 15:02:12.0	-0.1988	0.0000	74.727	49.000	77.859	75.074	0.0794	0.00	46.9	4.339
04/14/15 15:07:12.0	-0.1988	0.0000	74.424	49.300	77.464	74.813	0.0794	0.00	45.6	4.339
04/14/15 15:12:12.0	-0.1988	0.0000	74.899	49.000	77.160	74.640	0.0794	0.00	44.4	4.339
04/14/15 15:17:12.0	-0.1988	0.0000	73.256	50.100	76.725	74.295	0.0794	0.00	43.1	4.339
04/14/15 15:22:12.0	-0.1988	0.0000	73.256	50.500	76.289	74.034	0.0794	0.00	41.9	4.339
04/14/15 15:27:12.0	-0.1988	0.0000	73.083	51.200	75.898	73.774	0.0787	0.00	41.9	4.339
04/14/15 15:32:12.0	-0.1988	0.0000	73.040	50.700	75.594	73.515	0.0787	0.00	40.6	4.339
04/14/15 15:37:12.0	-0.1988	0.0000	73.170	50.600	75.333	73.386	0.0787	0.00	39.4	4.339
04/14/15 15:42:12.0	-0.1988	0.0000	72.997	50.700	75.074	73.170	0.0781	0.00	38.1	4.339
04/14/15 15:47:12.0	-0.1988	0.0000	72.869	50.900	74.727	72.997	0.0781	0.00	35.6	4.339
04/14/15 15:52:12.0	-0.1988	0.0000	71.661	51.800	74.381	72.696	0.0781	0.00	35.6	4.339
04/14/15 15:57:12.0	-0.1988	0.0000	71.834	52.400	74.034	72.480	0.0781	0.00	35.6	4.339
04/14/15 16:02:12.0	-0.1988	0.0000	72.007	52.300	73.818	72.394	0.0781	0.00	34.4	4.339
04/14/15 16:07:12.0	-0.1988	0.0000	71.490	52.000	73.602	72.178	0.0781	0.00	34.4	4.339
04/14/15 16:12:12.0	-0.1988	0.0000	71.791	52.300	73.342	72.007	0.0781	0.00	33.1	4.339
04/14/15 16:17:12.0	-0.1988	0.0000	70.716	53.600	72.997	71.791	0.0781	0.00	33.1	4.363
04/14/15 16:22:12.0	-0.1988	0.0000	71.748	52.500	72.869	71.704	0.0781	0.00	33.1	4.339
04/14/15 16:27:12.0	-0.1988	0.0000	71.017	52.300	72.567	71.447	0.0781	0.00	33.1	4.339
04/14/15 16:32:12.0	-0.1988	0.0000	70.502	52.800	72.307	71.317	0.0775	0.00	33.1	4.339
04/14/15 16:37:12.0	-0.1988	0.0000	71.017	53.200	72.136	71.190	0.0775	0.00	33.1	4.339
04/14/15 16:42:12.0	-0.1988	0.0000	71.103	53.300	71.964	71.103	0.0775	0.00	34.4	4.339
04/14/15 16:47:12.0	-0.1988	0.0000	70.930	53.300	71.834	70.974	0.0775	0.00	35.6	4.339
04/14/15 16:52:12.0	-0.1988	0.0000	70.416	54.500	71.661	70.803	0.0775	0.00	36.9	4.339
04/14/15 16:57:12.0	-0.1988	0.0000	70.029	54.000	71.447	70.630	0.0775	0.00	36.9	4.339
04/14/15 17:02:12.0	-0.1988	0.0000	69.942	52.900	71.361	70.502	0.0775	0.00	226.9	4.339
04/14/15 17:07:12.0	-0.1988	0.0000	70.115	52.500	71.190	70.416	0.0768	0.00	361.9	4.339
04/14/15 17:12:12.0	-0.1988	0.0000	70.587	52.000	71.017	70.329	0.0768	0.00	346.9	4.339
04/14/15 17:17:12.0	-0.1988	0.0000	69.942	52.100	70.803	70.201	0.0768	0.00	334.4	4.339
04/14/15 17:22:12.0	-0.1988	0.0000	69.514	53.500	70.716	70.158	0.0768	0.00	318.1	4.339
04/14/15 17:27:12.0	-0.1988	0.0000	68.657	52.800	70.543	69.985	0.0768	0.00	301.9	4.363
04/14/15 17:32:12.0	-0.1988	0.0000	68.571	52.400	70.243	69.814	0.0768	0.00	279.4	4.412
04/14/15 17:37:12.0	-0.1988	0.0000	67.928	52.300	69.942	69.557	0.0768	0.00	38.1	4.369
04/14/15 17:42:12.0	-0.1988	0.0000	67.500	52.900	69.600	69.300	0.0762	0.00	24.4	4.357
04/14/15 17:47:12.0	-0.1988	0.0000	67.586	53.400	69.427	69.256	0.0762	0.00	21.9	4.351
04/14/15 17:52:12.0	-0.1988	0.0000	66.985	54.400	69.170	69.042	0.0762	0.00	19.4	4.345
04/14/15 17:57:12.0	-0.1988	0.0000	66.643	55.800	68.956	68.871	0.0762	0.00	16.9	4.345
04/14/15 18:02:12.0	-0.1988	0.0000	66.385	56.300	68.785	68.698	0.0762	0.00	15.6	4.345
