"#","Date Time, GMT-07:00","Wetness, % (LGR S/N: 10374976, SEN S/N: 10314901)","Voltage, V (LGR S/N: 10374976, SEN S/N: 10348619)","Current, mA (LGR S/N: 10374976, SEN S/N: 10348619)","Temp, °C (LGR S/N: 10374976, SEN S/N: 10359306)","RH, % (LGR S/N: 10374976, SEN S/N: 10359306)","DewPt, °C (LGR S/N: 10374976, SEN S/N: 10359306)","Temp, °C (LGR S/N: 10374976, SEN S/N: 10365580, LBL: 1 cm)","Temp, °C (LGR S/N: 10374976, SEN S/N: 10365600, LBL: 5 cm)","Water Content, m³/m³ (LGR S/N: 10374976, SEN S/N: 10374512)","Solar Radiation, W/m² (LGR S/N: 10374976, SEN S/N: 10375656)","Batt, V (LGR S/N: 10374976)"
1,2014-04-08 15:10:00,4.12,-0.1988,0.0063,32.665,19.100,6.1,24.823,25.331,0.2153,129.4,4.351
2,2014-04-08 15:15:00,3.53,-0.1988,0.0063,32.175,18.700,5.4,24.992,25.501,0.2148,345.6,4.357
3,2014-04-08 15:20:00,3.53,-0.1988,0.0063,32.047,18.700,5.3,25.113,25.647,0.2148,116.9,4.351
4,2014-04-08 15:25:00,2.94,-0.1988,0.0063,31.637,19.000,5.2,25.258,25.817,0.2148,114.4,4.351
5,2014-04-08 15:30:00,2.94,-0.1988,0.0063,31.637,19.800,5.8,25.404,25.963,0.2148,119.4,4.369
6,2014-04-08 15:35:00,2.94,-0.1988,0.0063,31.637,19.400,5.5,25.550,26.085,0.2148,114.4,4.357
7,2014-04-08 15:40:00,2.94,-0.1988,0.0063,31.561,19.400,5.4,25.671,26.231,0.2153,98.1,4.393
8,2014-04-08 15:45:00,2.94,-0.1988,0.0063,31.765,19.700,5.8,25.817,26.378,0.2148,106.9,4.375
9,2014-04-08 15:50:00,2.94,-0.1988,0.0063,31.484,20.100,5.9,25.963,26.500,0.2148,86.9,4.351
10,2014-04-08 15:55:00,2.94,-0.1988,0.0063,31.331,19.500,5.3,26.061,26.646,0.2148,73.1,4.345
11,2014-04-08 16:00:00,2.35,-0.1988,0.0063,31.103,20.300,5.7,26.182,26.744,0.2143,83.1,4.351
12,2014-04-08 16:05:00,2.35,-0.1988,0.0063,30.925,20.900,6.0,26.304,26.867,0.2148,78.1,4.351
13,2014-04-08 16:10:00,2.35,-0.1988,0.0063,30.874,20.400,5.6,26.402,26.965,0.2148,146.9,4.363
14,2014-04-08 16:15:00,2.35,-0.1988,0.0063,31.103,20.300,5.7,26.500,27.063,0.2148,249.4,4.357
15,2014-04-08 16:20:00,2.35,-0.1988,0.0063,30.900,20.600,5.8,26.598,27.161,0.2148,203.1,4.351
16,2014-04-08 16:25:00,2.35,-0.1988,0.0063,30.925,20.300,5.6,26.695,27.235,0.2153,105.6,4.357
17,2014-04-08 16:30:00,2.94,-0.1988,0.0063,31.001,20.500,5.8,26.769,27.308,0.2153,105.6,4.357
18,2014-04-08 16:35:00,2.35,-0.1988,0.0063,31.077,20.000,5.5,26.818,27.358,0.2153,106.9,4.363
19,2014-04-08 16:40:00,2.35,-0.1988,0.0063,31.077,20.600,5.9,26.891,27.407,0.2153,246.9,4.351
20,2014-04-08 16:45:00,2.35,-0.1988,0.0063,31.128,19.300,5.0,26.940,27.456,0.2153,101.9,4.351
21,2014-04-08 16:50:00,2.35,-0.1988,0.0063,30.925,18.900,4.6,26.965,27.505,0.2153,61.9,4.387
22,2014-04-08 16:55:00,2.35,-0.1988,0.0063,30.646,18.400,3.9,27.014,27.530,0.2153,118.1,4.369
23,2014-04-08 17:00:00,2.35,-0.1988,0.0063,30.672,18.800,4.3,27.038,27.554,0.2153,114.4,4.357
24,2014-04-08 17:05:00,2.35,-0.1988,0.0063,30.444,19.600,4.7,27.063,27.579,0.2148,104.4,4.387
25,2014-04-08 17:10:00,2.35,-0.1988,0.0063,30.369,20.400,5.2,27.087,27.579,0.2148,68.1,4.369
26,2014-04-08 17:15:00,2.35,-0.1988,0.0063,29.991,19.800,4.5,27.112,27.604,0.2143,71.9,4.357
27,2014-04-08 17:20:00,2.35,-0.1988,0.0063,29.865,20.900,5.1,27.112,27.604,0.2143,123.1,4.357
28,2014-04-08 17:25:00,2.35,-0.1988,0.0063,29.615,20.900,4.9,27.136,27.628,0.2148,56.9,4.351
29,2014-04-08 17:30:00,2.35,-0.1988,0.0063,29.540,21.000,4.9,27.136,27.604,0.2143,54.4,4.351
30,2014-04-08 17:35:00,2.35,-0.1988,0.0063,29.365,21.100,4.9,27.136,27.604,0.2143,50.6,4.351
31,2014-04-08 17:40:00,2.35,-0.1988,0.0063,29.315,21.200,4.9,27.136,27.604,0.2143,56.9,4.351
