"#","Date Time, GMT-07:00","Voltage, V (LGR S/N: 10214688, SEN S/N: 10200842)","Current, mA (LGR S/N: 10214688, SEN S/N: 10200842)","Temp, °C (LGR S/N: 10214688, SEN S/N: 10213638)","RH, % (LGR S/N: 10214688, SEN S/N: 10213638)","DewPt, °C (LGR S/N: 10214688, SEN S/N: 10213638)","Wetness, % (LGR S/N: 10214688, SEN S/N: 10314897)","Temp, °C (LGR S/N: 10214688, SEN S/N: 10365543, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10214688, SEN S/N: 10365578, LBL: 5 cm deep)","Water Content, m³/m³ (LGR S/N: 10214688, SEN S/N: 10374519)","Solar Radiation, W/m² (LGR S/N: 10214688, SEN S/N: 10375646)","Batt, V (LGR S/N: 10214688)"
53,2015-02-04 16:15:00,-0.2039,0.0000,23.689,52.400,13.4,2.94,16.177,16.654,0.2684,315.6,4.363
54,2015-02-04 16:20:00,-0.2039,0.0000,23.424,53.000,13.3,2.94,16.177,16.654,0.2680,288.1,4.363
55,2015-02-04 16:25:00,-0.2039,0.0000,23.136,53.100,13.1,2.94,16.177,16.630,0.2680,169.4,4.381
56,2015-02-04 16:30:00,-0.2039,0.0000,23.040,54.000,13.2,2.35,16.177,16.606,0.2680,99.4,4.381
57,2015-02-04 16:35:00,-0.2039,0.0000,22.920,54.500,13.3,2.35,16.153,16.582,0.2684,94.4,4.369
58,2015-02-04 16:40:00,-0.2039,0.0000,22.729,54.600,13.1,2.35,16.153,16.558,0.2680,91.9,4.363
59,2015-02-04 16:45:00,-0.2039,0.0000,22.298,56.100,13.1,1.76,16.153,16.534,0.2680,205.6,4.363
60,2015-02-04 16:50:00,-0.2039,0.0000,22.082,56.700,13.1,1.76,16.129,16.511,0.2680,208.1,4.369
61,2015-02-04 16:55:00,-0.2039,0.0000,21.581,57.200,12.8,1.76,16.129,16.487,0.2684,190.6,4.381
62,2015-02-04 17:00:00,-0.2039,0.0000,21.461,58.000,12.9,1.76,16.106,16.463,0.2680,176.9,4.381
63,2015-02-04 17:05:00,-0.2039,0.0000,21.103,58.900,12.8,1.76,16.106,16.439,0.2680,143.1,4.375
64,2015-02-04 17:10:00,-0.2039,0.0000,20.889,59.600,12.8,1.76,16.106,16.439,0.2684,126.9,4.363
65,2015-02-04 17:15:00,-0.2039,0.0000,20.722,60.600,12.8,1.76,16.082,16.392,0.2684,101.9,4.363
66,2015-02-04 17:20:00,-0.2039,0.0000,20.531,61.100,12.8,1.76,16.082,16.392,0.2680,81.9,4.363
67,2015-02-04 17:25:00,-0.2039,0.0000,20.150,62.100,12.7,1.76,16.058,16.368,0.2680,101.9,4.369
68,2015-02-04 17:30:00,-0.2039,0.0000,19.912,62.900,12.7,1.76,16.058,16.344,0.2680,94.4,4.369
69,2015-02-04 17:35:00,-0.2039,0.0000,19.746,63.600,12.7,1.76,16.034,16.320,0.2680,54.4,4.369
70,2015-02-04 17:40:00,-0.2039,0.0000,19.555,64.400,12.7,1.76,16.034,16.296,0.2680,40.6,4.369
71,2015-02-04 17:45:00,-0.2039,0.0000,19.389,65.100,12.7,1.76,16.034,16.272,0.2680,35.6,4.363
72,2015-02-04 17:50:00,-0.2039,0.0000,19.246,65.600,12.7,1.18,16.010,16.249,0.2680,30.6,4.363
73,2015-02-04 17:55:00,-0.2039,0.0000,19.032,66.100,12.6,1.18,16.010,16.225,0.2680,25.6,4.363
74,2015-02-04 18:00:00,-0.2039,0.0000,18.818,66.800,12.5,1.18,15.986,16.201,0.2684,20.6,4.357
75,2015-02-04 18:05:00,-0.2039,0.0000,18.652,67.500,12.5,1.18,15.986,16.177,0.2677,16.9,4.351
76,2015-02-04 18:10:00,-0.2039,0.0000,18.414,68.200,12.5,1.18,15.963,16.153,0.2680,13.1,4.351
77,2015-02-04 18:15:00,-0.2039,0.0000,18.271,68.900,12.5,1.18,15.939,16.129,0.2680,6.9,4.351
78,2015-02-04 18:20:00,-0.2039,0.0000,18.010,69.700,12.4,1.18,15.939,16.106,0.2680,3.1,4.351
79,2015-02-04 18:25:00,-0.2039,0.0000,17.724,70.500,12.3,1.18,15.915,16.082,0.2680,0.6,4.345
80,2015-02-04 18:30:00,-0.2039,0.0000,17.582,71.200,12.3,1.76,15.915,16.058,0.2680,0.6,4.345
81,2015-02-04 18:35:00,-0.2039,0.0000,17.344,72.000,12.3,1.76,15.891,16.010,0.2680,0.6,4.345
82,2015-02-04 18:40:00,-0.2039,0.0000,17.249,72.700,12.3,1.76,15.867,15.986,0.2680,0.6,4.345
83,2015-02-04 18:45:00,-0.2039,0.0000,17.201,73.200,12.4,1.76,15.843,15.963,0.2680,0.6,4.339
84,2015-02-04 18:50:00,-0.2039,0.0000,17.011,73.500,12.3,1.76,15.843,15.915,0.2680,0.6,4.339
85,2015-02-04 18:55:00,-0.2039,0.0000,16.820,74.300,12.2,1.76,15.819,15.891,0.2677,0.6,4.339
86,2015-02-04 19:00:00,-0.2039,0.0000,16.701,74.600,12.2,1.76,15.796,15.867,0.2680,0.6,4.339
87,2015-02-04 19:05:00,-0.2039,0.0000,16.487,75.400,12.1,2.35,15.772,15.843,0.2680,0.6,4.339
88,2015-02-04 19:10:00,-0.2039,0.0000,16.320,76.000,12.1,2.35,15.772,15.819,0.2680,0.6,4.339
89,2015-02-04 19:15:00,-0.2039,0.0000,16.106,76.700,12.0,2.35,15.748,15.772,0.2680,0.6,4.339
90,2015-02-04 19:20:00,-0.2039,0.0000,15.819,77.200,11.9,3.53,15.724,15.748,0.2677,0.6,4.339
91,2015-02-04 19:25:00,-0.2039,0.0000,15.629,78.100,11.8,4.12,15.700,15.724,0.2677,0.6,4.339
92,2015-02-04 19:30:00,-0.2039,0.0000,15.294,78.600,11.6,6.47,15.700,15.676,0.2677,0.6,4.339
93,2015-02-04 19:35:00,-0.2039,0.0000,15.008,79.300,11.5,14.12,15.676,15.652,0.2680,0.6,4.339
94,2015-02-04 19:40:00,-0.2039,0.0000,14.912,80.300,11.6,14.71,15.652,15.629,0.2680,0.6,4.339
95,2015-02-04 19:45:00,-0.2039,0.0000,14.936,81.300,11.8,21.76,15.629,15.581,0.2677,0.6,4.339
96,2015-02-04 19:50:00,-0.2039,0.0000,14.888,81.500,11.8,26.47,15.605,15.557,0.2677,0.6,4.333
97,2015-02-04 19:55:00,-0.2039,0.0000,14.649,82.000,11.6,65.29,15.581,15.533,0.2677,0.6,4.333
98,2015-02-04 20:00:00,-0.2039,0.0000,14.529,82.600,11.6,64.12,15.557,15.485,0.2680,0.6,4.333
99,2015-02-04 20:05:00,-0.2039,0.0000,14.218,82.700,11.3,100.00,15.533,15.461,0.2677,0.6,4.333
100,2015-02-04 20:10:00,-0.2039,0.0000,14.074,83.600,11.4,100.00,15.533,15.438,0.2677,0.6,4.333
101,2015-02-04 20:15:00,-0.2039,0.0000,14.002,84.300,11.4,100.00,15.509,15.414,0.2677,0.6,4.333
102,2015-02-04 20:20:00,-0.2039,0.0000,14.002,84.900,11.5,100.00,15.485,15.390,0.2677,0.6,4.333
103,2015-02-04 20:25:00,-0.2039,0.0000,13.930,85.100,11.5,100.00,15.461,15.342,0.2677,0.6,4.333
104,2015-02-04 20:30:00,-0.2039,0.0000,13.714,85.400,11.3,100.00,15.438,15.318,0.2677,0.6,4.333
105,2015-02-04 20:35:00,-0.2039,0.0000,13.473,85.700,11.1,100.00,15.414,15.294,0.2677,0.6,4.327
106,2015-02-04 20:40:00,-0.2039,0.0000,13.497,86.300,11.3,100.00,15.390,15.270,0.2677,0.6,4.327
107,2015-02-04 20:45:00,-0.2039,0.0000,13.401,86.500,11.2,100.00,15.390,15.247,0.2677,0.6,4.327
108,2015-02-04 20:50:00,-0.2039,0.0000,13.329,87.100,11.2,100.00,15.366,15.199,0.2677,0.6,4.327
109,2015-02-04 20:55:00,-0.2039,0.0000,13.401,87.600,11.4,100.00,15.342,15.175,0.2677,0.6,4.327
110,2015-02-04 21:00:00,-0.2039,0.0000,13.233,87.700,11.3,100.00,15.318,15.151,0.2677,0.6,4.321
111,2015-02-04 21:05:00,-0.2039,0.0000,13.209,87.700,11.2,100.00,15.294,15.127,0.2677,0.6,4.321
112,2015-02-04 21:10:00,-0.2039,0.0000,13.161,88.300,11.3,100.00,15.270,15.103,0.2673,0.6,4.321
113,2015-02-04 21:15:00,-0.2039,0.0000,13.137,88.400,11.3,100.00,15.247,15.079,0.2673,0.6,4.321
114,2015-02-04 21:20:00,-0.2039,0.0000,13.233,89.000,11.5,100.00,15.247,15.055,0.2677,0.6,4.321
115,2015-02-04 21:25:00,-0.2039,0.0000,13.016,88.800,11.2,100.00,15.223,15.031,0.2677,0.6,4.321
116,2015-02-04 21:30:00,-0.2039,0.0000,12.751,88.900,11.0,100.00,15.199,15.008,0.2677,0.6,4.321
117,2015-02-04 21:35:00,-0.2039,0.0000,12.630,89.100,10.9,100.00,15.175,14.984,0.2680,0.6,4.321
118,2015-02-04 21:40:00,-0.2039,0.0000,12.751,89.700,11.1,100.00,15.175,14.960,0.2677,0.6,4.321
119,2015-02-04 21:45:00,-0.2039,0.0000,12.799,90.200,11.2,100.00,15.151,14.936,0.2677,0.6,4.321
120,2015-02-04 21:50:00,-0.2039,0.0000,12.799,90.100,11.2,100.00,15.127,14.912,0.2677,0.6,4.321
121,2015-02-04 21:55:00,-0.2039,0.0000,12.727,90.200,11.2,100.00,15.103,14.888,0.2677,0.6,4.321
122,2015-02-04 22:00:00,-0.2039,0.0000,12.606,90.400,11.1,100.00,15.079,14.864,0.2677,0.6,4.321
123,2015-02-04 22:05:00,-0.2039,0.0000,12.243,90.200,10.7,100.00,15.055,14.840,0.2680,0.6,4.321
124,2015-02-04 22:10:00,-0.2039,0.0000,11.977,90.200,10.4,100.00,15.055,14.816,0.2677,0.6,4.321
125,2015-02-04 22:15:00,-0.2039,0.0000,11.977,90.700,10.5,100.00,15.031,14.792,0.2673,0.6,4.321
126,2015-02-04 22:20:00,-0.2039,0.0000,11.807,90.900,10.4,100.00,15.008,14.768,0.2673,0.6,4.321
127,2015-02-04 22:25:00,-0.2039,0.0000,11.759,90.900,10.3,100.00,14.984,14.745,0.2673,0.6,4.315
128,2015-02-04 22:30:00,-0.2039,0.0000,11.662,91.100,10.3,100.00,14.984,14.721,0.2673,0.6,4.315
129,2015-02-04 22:35:00,-0.2039,0.0000,11.516,91.200,10.1,100.00,14.960,14.697,0.2673,0.6,4.315
130,2015-02-04 22:40:00,-0.2039,0.0000,11.783,91.700,10.5,100.00,14.936,14.673,0.2673,0.6,4.315
131,2015-02-04 22:45:00,-0.2039,0.0000,12.050,92.200,10.8,100.00,14.912,14.649,0.2673,0.6,4.327
132,2015-02-04 22:50:00,-0.2039,0.0000,12.050,92.300,10.9,100.00,14.912,14.625,0.2673,0.6,4.321
133,2015-02-04 22:55:00,-0.2039,0.0000,11.783,92.100,10.6,100.00,14.888,14.601,0.2673,0.6,4.315
134,2015-02-04 23:00:00,-0.2039,0.0000,11.662,92.200,10.5,100.00,14.864,14.577,0.2677,0.6,4.315
135,2015-02-04 23:05:00,-0.2039,0.0000,11.540,92.400,10.4,100.00,14.840,14.553,0.2673,0.6,4.315
136,2015-02-04 23:10:00,-0.2039,0.0000,11.370,92.400,10.2,100.00,14.816,14.529,0.2673,0.6,4.309
137,2015-02-04 23:15:00,-0.2039,0.0000,11.248,92.300,10.1,100.00,14.816,14.505,0.2673,0.6,4.315
138,2015-02-04 23:20:00,-0.2039,0.0000,11.346,92.900,10.3,100.00,14.792,14.481,0.2673,0.6,4.309
139,2015-02-04 23:25:00,-0.2039,0.0000,11.321,92.900,10.2,100.00,14.768,14.481,0.2673,0.6,4.309
140,2015-02-04 23:30:00,-0.2039,0.0000,11.273,93.000,10.2,100.00,14.745,14.433,0.2677,0.6,4.309
141,2015-02-04 23:35:00,-0.2039,0.0000,11.273,93.100,10.2,100.00,14.721,14.433,0.2673,0.6,4.309
142,2015-02-04 23:40:00,-0.2039,0.0000,11.200,93.000,10.1,100.00,14.721,14.409,0.2673,0.6,4.309
143,2015-02-04 23:45:00,-0.2039,0.0000,11.005,93.100,9.9,100.00,14.697,14.385,0.2673,0.6,4.309
144,2015-02-04 23:50:00,-0.2039,0.0000,10.956,93.300,9.9,100.00,14.673,14.361,0.2673,0.6,4.309
145,2015-02-04 23:55:00,-0.2039,0.0000,10.907,93.400,9.9,100.00,14.673,14.337,0.2673,0.6,4.303
146,2015-02-05 00:00:00,-0.2039,0.0000,11.029,93.700,10.1,100.00,14.649,14.314,0.2673,0.6,4.303
147,2015-02-05 00:05:00,-0.2039,0.0000,11.151,93.800,10.2,100.00,14.625,14.290,0.2673,0.6,4.303
148,2015-02-05 00:10:00,-0.2039,0.0000,11.005,93.800,10.1,100.00,14.601,14.290,0.2673,0.6,4.303
149,2015-02-05 00:15:00,-0.2039,0.0000,10.858,93.700,9.9,100.00,14.601,14.242,0.2673,0.6,4.303
150,2015-02-05 00:20:00,-0.2039,0.0000,10.956,94.000,10.0,100.00,14.577,14.242,0.2673,0.6,4.303
151,2015-02-05 00:25:00,-0.2039,0.0000,10.761,94.000,9.8,100.00,14.553,14.218,0.2673,0.6,4.303
152,2015-02-05 00:30:00,-0.2039,0.0000,10.614,93.900,9.7,100.00,14.529,14.194,0.2673,0.6,4.303
153,2015-02-05 00:35:00,-0.2039,0.0000,10.590,94.000,9.7,100.00,14.529,14.170,0.2673,0.6,4.303
154,2015-02-05 00:40:00,-0.2039,0.0000,10.858,94.500,10.0,100.00,14.505,14.146,0.2673,0.6,4.303
155,2015-02-05 00:45:00,-0.2039,0.0000,10.834,94.500,10.0,100.00,14.481,14.122,0.2673,0.6,4.303
156,2015-02-05 00:50:00,-0.2039,0.0000,10.907,94.600,10.1,100.00,14.481,14.098,0.2673,0.6,4.303
157,2015-02-05 00:55:00,-0.2039,0.0000,10.858,94.300,10.0,100.00,14.457,14.098,0.2673,0.6,4.303
158,2015-02-05 01:00:00,-0.2039,0.0000,10.883,94.600,10.1,100.00,14.433,14.074,0.2673,0.6,4.303
159,2015-02-05 01:05:00,-0.2039,0.0000,10.761,94.500,9.9,100.00,14.409,14.050,0.2673,0.6,4.303
160,2015-02-05 01:10:00,-0.2039,0.0000,10.516,94.500,9.7,100.00,14.409,14.050,0.2673,0.6,4.303
161,2015-02-05 01:15:00,-0.2039,0.0000,10.418,94.600,9.6,100.00,14.385,14.026,0.2673,0.6,4.303
162,2015-02-05 01:20:00,-0.2039,0.0000,10.320,94.700,9.5,100.00,14.361,14.002,0.2673,0.6,4.297
163,2015-02-05 01:25:00,-0.2039,0.0000,10.369,94.900,9.6,100.00,14.361,13.978,0.2673,0.6,4.297
164,2015-02-05 01:30:00,-0.2039,0.0000,10.320,95.000,9.6,100.00,14.337,13.954,0.2673,0.6,4.297
165,2015-02-05 01:35:00,-0.2039,0.0000,10.222,94.900,9.5,100.00,14.337,13.930,0.2673,0.6,4.297
166,2015-02-05 01:40:00,-0.2039,0.0000,10.026,94.700,9.2,100.00,14.314,13.906,0.2673,0.6,4.297
167,2015-02-05 01:45:00,-0.2039,0.0000,10.001,94.600,9.2,100.00,14.290,13.906,0.2673,0.6,4.297
168,2015-02-05 01:50:00,-0.2039,0.0000,10.001,94.800,9.2,100.00,14.266,13.882,0.2673,0.6,4.297
169,2015-02-05 01:55:00,-0.2039,0.0000,10.100,94.900,9.3,100.00,14.266,13.858,0.2673,0.6,4.297
170,2015-02-05 02:00:00,-0.2039,0.0000,10.075,95.000,9.3,100.00,14.242,13.834,0.2673,0.6,4.297
171,2015-02-05 02:05:00,-0.2039,0.0000,10.026,95.100,9.3,100.00,14.218,13.810,0.2670,0.6,4.297
172,2015-02-05 02:10:00,-0.2039,0.0000,10.026,95.100,9.3,100.00,14.194,13.810,0.2673,0.6,4.297
173,2015-02-05 02:15:00,-0.2039,0.0000,9.829,95.000,9.1,100.00,14.194,13.786,0.2673,0.6,4.297
174,2015-02-05 02:20:00,-0.2039,0.0000,9.854,95.200,9.1,100.00,14.170,13.762,0.2673,0.6,4.297
175,2015-02-05 02:25:00,-0.2039,0.0000,9.805,95.000,9.1,100.00,14.146,13.738,0.2673,0.6,4.297
176,2015-02-05 02:30:00,-0.2039,0.0000,9.706,95.200,9.0,100.00,14.146,13.714,0.2670,0.6,4.297
177,2015-02-05 02:35:00,-0.2039,0.0000,9.756,95.200,9.0,100.00,14.122,13.714,0.2673,0.6,4.291
178,2015-02-05 02:40:00,-0.2039,0.0000,9.632,95.400,8.9,100.00,14.098,13.666,0.2670,0.6,4.291
179,2015-02-05 02:45:00,-0.2039,0.0000,9.608,95.500,8.9,100.00,14.098,13.666,0.2670,0.6,4.291
180,2015-02-05 02:50:00,-0.2039,0.0000,9.632,95.600,9.0,100.00,14.074,13.642,0.2670,0.6,4.291
181,2015-02-05 02:55:00,-0.2039,0.0000,9.558,95.400,8.9,100.00,14.050,13.618,0.2670,0.6,4.291
182,2015-02-05 03:00:00,-0.2039,0.0000,9.756,95.700,9.1,100.00,14.026,13.594,0.2670,0.6,4.291
183,2015-02-05 03:05:00,-0.2039,0.0000,9.583,95.600,8.9,100.00,14.026,13.570,0.2670,0.6,4.291
184,2015-02-05 03:10:00,-0.2039,0.0000,9.509,95.600,8.9,100.00,14.002,13.570,0.2670,0.6,4.291
185,2015-02-05 03:15:00,-0.2039,0.0000,9.460,95.600,8.8,100.00,13.978,13.546,0.2666,0.6,4.291
186,2015-02-05 03:20:00,-0.2039,0.0000,9.435,95.600,8.8,100.00,13.978,13.522,0.2670,0.6,4.291
187,2015-02-05 03:25:00,-0.2039,0.0000,9.361,95.800,8.7,100.00,13.954,13.497,0.2670,0.6,4.291
188,2015-02-05 03:30:00,-0.2039,0.0000,9.336,95.900,8.7,100.00,13.930,13.473,0.2670,0.6,4.291
189,2015-02-05 03:35:00,-0.2039,0.0000,9.509,96.200,8.9,100.00,13.930,13.449,0.2670,0.6,4.291
190,2015-02-05 03:40:00,-0.2039,0.0000,9.435,96.100,8.9,100.00,13.906,13.449,0.2670,0.6,4.291
191,2015-02-05 03:45:00,-0.2039,0.0000,9.485,96.100,8.9,100.00,13.882,13.425,0.2670,0.6,4.291
192,2015-02-05 03:50:00,-0.2039,0.0000,9.435,96.100,8.9,100.00,13.858,13.401,0.2670,0.6,4.291
193,2015-02-05 03:55:00,-0.2039,0.0000,9.534,96.100,9.0,100.00,13.858,13.377,0.2670,0.6,4.291
194,2015-02-05 04:00:00,-0.2039,0.0000,9.410,96.000,8.8,100.00,13.834,13.377,0.2670,0.6,4.291
195,2015-02-05 04:05:00,-0.2039,0.0000,9.336,96.200,8.8,100.00,13.810,13.353,0.2670,0.6,4.291
196,2015-02-05 04:10:00,-0.2039,0.0000,9.287,96.100,8.7,100.00,13.810,13.329,0.2666,0.6,4.291
197,2015-02-05 04:15:00,-0.2039,0.0000,9.089,96.100,8.5,100.00,13.786,13.305,0.2666,0.6,4.291
198,2015-02-05 04:20:00,-0.2039,0.0000,8.891,96.000,8.3,100.00,13.762,13.305,0.2666,0.6,4.291
199,2015-02-05 04:25:00,-0.2039,0.0000,8.990,96.300,8.4,100.00,13.762,13.281,0.2670,0.6,4.291
200,2015-02-05 04:30:00,-0.2039,0.0000,9.015,96.000,8.4,100.00,13.738,13.257,0.2670,0.6,4.291
201,2015-02-05 04:35:00,-0.2039,0.0000,8.990,96.300,8.4,100.00,13.738,13.233,0.2666,0.6,4.291
202,2015-02-05 04:40:00,-0.2039,0.0000,8.866,96.200,8.3,100.00,13.714,13.233,0.2666,0.6,4.291
203,2015-02-05 04:45:00,-0.2039,0.0000,8.891,96.300,8.3,100.00,13.690,13.209,0.2666,0.6,4.291
204,2015-02-05 04:50:00,-0.2039,0.0000,8.916,96.300,8.4,100.00,13.690,13.185,0.2666,0.6,4.291
205,2015-02-05 04:55:00,-0.2039,0.0000,8.891,96.300,8.3,100.00,13.666,13.161,0.2670,0.6,4.291
206,2015-02-05 05:00:00,-0.2039,0.0000,8.891,96.400,8.4,100.00,13.642,13.137,0.2670,0.6,4.285
207,2015-02-05 05:05:00,-0.2039,0.0000,8.841,96.300,8.3,100.00,13.618,13.137,0.2666,0.6,4.285
208,2015-02-05 05:10:00,-0.2039,0.0000,8.866,96.400,8.3,100.00,13.618,13.112,0.2666,0.6,4.285
209,2015-02-05 05:15:00,-0.2039,0.0000,8.841,96.500,8.3,100.00,13.594,13.088,0.2666,0.6,4.285
